subject,Coherence (%),Correct (1) / Incorrect (0),RT (s),blkNum
81211,5,0,1.131,30
81211,40,1,0.981,30
81211,5,1,3.549,30
81211,40,1,8.07,30
81211,10,1,2.616,30
81211,10,1,1.128,30
81211,40,1,1.15,30
81211,5,1,2.255,30
81211,10,1,1.173,30
81211,10,1,0.982,30
81211,10,1,6.469,30
81211,10,1,2.51,30
81211,0,1,2.363,30
81211,40,1,0.848,30
81211,0,0,7.873,30
81229,5,1,1.049,22
81229,5,1,0.776,22
81229,5,1,1.012,22
81229,10,1,0.625,22
81229,5,1,0.647,22
81229,10,1,0.57,22
81229,40,1,0.497,22
81229,0,0,1.367,22
81229,0,0,1.255,22
81229,10,1,0.705,22
81229,5,1,1.012,22
81229,0,1,0.697,22
81229,5,1,1.036,22
81229,10,1,1.912,22
81229,40,1,0.623,22
81229,0,0,1.49,22
81229,40,1,0.61,22
81229,5,1,0.557,22
81229,0,0,1.366,22
81229,0,0,4.276,22
81229,5,0,0.92,22
81229,5,1,0.821,22
81229,5,0,0.906,22
81229,0,0,1.174,22
81229,5,1,0.999,22
81229,5,1,1.073,22
81229,0,1,1.499,22
81229,10,1,0.685,22
81229,10,1,0.942,22
81229,40,1,0.557,22
81229,0,0,2.391,22
81229,10,0,0.418,22
81229,40,1,0.684,22
81229,0,0,1.617,22
81229,0,0,1.857,22
81229,10,1,0.599,22
81229,10,1,1.23,23
81229,40,1,0.494,23
81229,40,1,0.541,23
81229,5,1,0.637,23
81229,5,1,0.873,23
81229,0,1,1.101,23
81229,5,1,1.005,23
81229,0,0,2.921,23
81229,0,1,3.418,23
81229,0,1,1.535,23
81229,0,0,1.071,23
81229,10,1,0.726,23
81229,10,1,0.679,23
81229,0,0,1.571,23
81229,0,0,0.697,23
81229,0,1,1.075,23
81229,0,1,2.098,23
81229,0,1,1.347,23
81229,0,0,1.392,23
81229,5,1,1.242,23
81229,40,1,0.669,23
81229,5,1,0.635,23
81229,0,1,1.362,23
81229,5,0,0.971,23
81229,5,1,0.774,23
81229,10,1,0.624,23
81229,40,1,0.529,23
81229,10,1,0.784,23
81229,5,1,0.938,23
81229,0,0,0.719,23
81229,40,1,0.626,23
81229,10,1,1.693,23
81229,40,1,0.552,23
81229,5,1,0.675,23
81229,10,1,0.723,23
81229,10,1,1.499,23
81229,40,1,0.442,23
81229,40,1,0.51,23
81229,5,1,1.214,24
81229,10,1,0.479,24
81229,0,1,1.605,24
81229,0,0,0.949,24
81229,10,1,0.674,24
81229,0,0,1.451,24
81229,40,1,0.484,24
81229,10,1,0.765,24
81229,0,0,1.414,24
81229,0,1,0.712,24
81229,10,1,0.559,24
81229,10,1,0.585,24
81229,5,1,0.704,24
81229,0,1,0.783,24
81229,40,1,0.691,24
81229,5,1,0.755,24
81229,5,1,1.169,24
81229,40,1,0.518,24
81229,40,1,0.535,24
81229,0,1,2.543,24
81229,0,1,0.985,24
81229,0,0,2.681,24
81229,10,0,1.019,24
81229,0,1,0.947,24
81229,0,0,1.758,24
81229,0,0,0.815,24
81229,40,1,0.528,24
81229,40,1,0.537,24
81229,10,1,0.522,24
81229,40,1,0.536,24
81229,5,0,0.856,24
81229,40,1,0.634,24
81229,10,1,0.92,24
81229,40,1,0.589,24
81229,10,1,0.558,24
81229,10,1,0.703,24
81229,40,1,0.472,24
81229,40,1,0.496,24
81229,40,1,0.489,24
81229,40,1,0.353,24
81229,0,1,1.289,24
81229,40,1,0.504,24
81229,5,0,0.48,24
81229,0,0,1.421,25
81229,10,1,0.751,25
81229,10,1,0.61,25
81229,10,1,0.567,25
81229,0,1,1.333,25
81229,40,1,0.472,25
81229,5,0,0.445,25
81229,5,1,0.706,25
81229,40,1,0.631,25
81229,10,1,0.682,25
81229,5,1,0.591,25
81229,0,0,0.814,25
81229,40,1,0.586,25
81229,10,1,0.833,25
81229,40,1,0.555,25
81229,5,0,3.086,25
81229,40,1,0.646,25
81229,40,1,0.541,25
81229,5,1,0.687,25
81229,0,1,2.778,25
81229,0,1,1.356,25
81229,0,1,0.897,25
81229,40,1,0.646,25
81229,0,1,0.591,25
81229,40,1,0.736,25
81229,40,1,0.541,25
81229,10,1,0.556,25
81229,40,1,0.472,25
81229,5,1,0.83,25
81229,40,1,0.542,25
81229,5,0,2.852,25
81229,5,0,1.02,25
81229,10,1,0.583,25
81229,0,1,0.92,25
81229,0,1,1.506,25
81229,40,1,0.567,25
81229,5,1,1.678,25
81229,5,1,1.424,25
81229,40,1,0.852,25
81229,40,1,0.625,25
81229,5,1,0.94,25
81229,10,1,2.271,25
81229,5,1,0.788,26
81229,5,1,0.487,26
81229,10,1,0.644,26
81229,40,1,0.461,26
81229,5,0,1.024,26
81229,5,0,0.564,26
81229,10,1,0.509,26
81229,0,0,0.609,26
81229,5,0,0.627,26
81229,5,1,0.528,26
81229,0,0,0.61,26
81229,0,1,0.518,26
81229,0,0,1.099,26
81229,5,0,1.276,26
81229,10,1,0.638,26
81229,40,1,0.674,26
81229,5,1,0.587,26
81229,40,1,0.449,26
81229,0,1,1.401,26
81229,0,1,0.71,26
81229,40,1,0.541,26
81229,0,0,0.875,26
81229,0,1,1.623,26
81229,5,1,0.571,26
81229,5,1,0.571,26
81229,40,0,0.507,26
81229,40,1,0.547,26
81229,5,1,0.654,26
81229,5,1,0.759,26
81229,0,0,0.539,26
81229,0,0,1.075,26
81229,10,1,0.495,26
81229,0,0,2.034,26
81229,10,1,0.463,26
81229,40,1,0.694,26
81229,0,0,0.609,26
81229,5,1,0.618,26
81229,5,1,1.523,26
81229,40,1,0.586,26
81229,40,1,0.55,26
81229,5,1,0.738,26
81229,0,0,0.627,26
81229,5,1,0.35,26
81229,0,1,0.607,26
81229,5,1,0.65,26
81229,0,1,0.923,26
81229,40,1,0.768,27
81229,5,1,0.856,27
81229,0,0,1.132,27
81229,0,0,0.553,27
81229,10,1,0.637,27
81229,10,1,1.693,27
81229,5,1,1.2,27
81229,5,1,1.083,27
81229,40,1,0.6,27
81229,40,1,0.494,27
81229,10,1,0.547,27
81229,0,0,0.717,27
81229,0,0,1.793,27
81229,0,1,2.678,27
81229,40,1,0.613,27
81229,0,0,3.233,27
81229,40,1,0.56,27
81229,5,1,0.652,27
81229,5,1,0.539,27
81229,40,1,0.51,27
81229,40,1,0.545,27
81229,40,1,0.476,27
81229,10,1,0.622,27
81229,10,1,0.516,27
81229,40,1,0.523,27
81229,10,1,0.564,27
81229,40,1,0.522,27
81229,0,1,1.225,27
81229,5,1,0.678,27
81229,5,0,1.175,27
81229,10,1,0.532,27
81229,0,0,0.61,27
81229,10,1,0.568,27
81229,0,0,0.785,27
81229,0,1,1.143,27
81229,40,1,0.522,27
81229,0,0,1.584,27
81229,0,0,0.868,27
81229,10,1,0.784,27
81229,10,1,0.517,27
81229,10,1,0.608,27
81229,10,1,0.623,27
81229,40,1,0.637,27
81229,5,1,1.009,28
81229,5,0,1.143,28
81229,5,1,0.502,28
81229,5,1,0.675,28
81229,5,1,1.054,28
81229,40,1,0.507,28
81229,40,1,0.503,28
81229,0,1,1.034,28
81229,40,1,0.523,28
81229,0,0,1.86,28
81229,5,0,0.901,28
81229,5,1,0.64,28
81229,40,1,0.573,28
81229,40,1,0.493,28
81229,5,1,1.245,28
81229,40,1,0.522,28
81229,40,1,0.552,28
81229,40,1,0.529,28
81229,0,1,1.582,28
81229,5,1,0.504,28
81229,5,1,0.614,28
81229,5,0,0.494,28
81229,0,0,0.72,28
81229,0,0,1.187,28
81229,5,1,0.61,28
81229,10,0,0.908,28
81229,5,0,0.803,28
81229,10,0,0.294,28
81229,10,1,0.63,28
81229,10,1,0.672,28
81229,5,1,1.052,28
81229,10,1,0.852,28
81229,5,0,0.919,28
81229,40,1,0.554,28
81229,5,1,1.29,28
81229,40,1,0.508,28
81229,40,1,0.455,28
81229,40,1,0.476,28
81229,0,0,2.72,28
81229,10,1,0.699,28
81229,10,0,1.396,28
81229,40,1,0.596,28
81229,10,1,0.813,28
81229,5,1,0.609,28
81229,10,1,1.555,29
81229,5,1,0.912,29
81229,10,1,0.509,29
81229,0,0,1.078,29
81229,0,0,0.349,29
81229,10,0,1.321,29
81229,10,0,0.953,29
81229,5,1,0.786,29
81229,0,0,0.817,29
81229,40,1,0.45,29
81229,0,0,1.076,29
81229,10,1,0.742,29
81229,10,0,1.179,29
81229,5,1,1.078,29
81229,5,1,0.716,29
81229,40,1,0.543,29
81229,40,1,0.583,29
81229,5,1,0.552,29
81229,40,1,0.564,29
81229,5,1,0.51,29
81229,10,1,0.614,29
81229,5,0,1.266,29
81229,0,1,0.57,29
81229,0,1,1.077,29
81229,10,1,0.574,29
81229,40,1,0.553,29
81229,0,0,0.779,29
81229,0,1,1.283,29
81229,10,1,0.837,29
81229,40,1,0.767,29
81229,0,0,1.254,29
81229,40,1,0.572,29
81229,40,1,0.46,29
81229,5,1,0.915,29
81229,10,1,0.657,29
81229,10,1,0.59,29
81229,10,1,0.62,29
81229,10,1,0.595,29
81229,40,1,0.493,29
81229,5,0,1.276,29
81229,10,1,0.751,29
81229,10,1,0.587,29
81229,5,1,1.237,29
81229,10,1,1.034,29
81229,0,0,0.787,29
81229,40,1,0.728,30
81229,40,1,0.595,30
81229,5,1,1.866,30
81229,10,1,0.871,30
81229,5,1,3.21,30
81229,0,1,4.991,30
81229,40,1,0.583,30
81229,40,1,0.589,30
81229,40,0,0.638,30
81229,5,1,0.639,30
81229,40,1,0.52,30
81229,40,1,0.528,30
81229,0,1,4.086,30
81229,40,1,0.625,30
81229,10,1,2.308,30
81229,10,1,1.256,30
81229,10,1,0.873,30
81229,10,1,0.781,30
81229,40,1,0.586,30
81229,40,1,0.521,30
81229,0,1,2.26,30
81229,40,1,0.559,30
81229,10,1,0.938,30
81229,0,0,3.593,30
81229,10,1,0.616,30
81229,10,1,0.755,30
81229,10,1,0.635,30
81229,0,1,2.01,30
81229,5,1,1.795,30
81229,10,1,1.33,30
81229,40,1,0.6,30
81229,40,1,0.493,30
81229,40,1,0.617,30
81229,0,1,2.55,30
81259,0,0,0.564,22
81259,40,0,0.415,22
81259,10,1,0.512,22
81259,10,0,1.404,22
81259,40,1,0.456,22
81259,5,0,1.157,22
81259,10,1,1.034,22
81259,10,1,0.686,22
81259,0,0,0.562,22
81259,0,1,0.561,22
81259,40,1,0.509,22
81259,10,1,0.933,22
81259,0,1,1.63,22
81259,10,1,0.604,22
81259,0,1,0.533,22
81259,0,0,0.732,22
81259,5,1,0.481,22
81259,0,1,0.603,22
81259,5,1,0.549,22
81259,40,1,0.541,22
81259,10,1,1.133,22
81259,10,0,0.805,22
81259,40,1,0.489,22
81259,0,1,1.327,22
81259,5,0,0.997,22
81259,0,1,0.85,22
81259,10,1,0.788,22
81259,5,0,0.863,22
81259,5,0,0.894,22
81259,40,1,0.472,22
81259,0,0,0.9,22
81259,5,1,0.809,22
81259,40,1,0.564,22
81259,40,1,0.501,22
81259,0,0,1.093,22
81259,0,0,0.833,22
81259,10,1,0.665,22
81259,0,0,0.725,22
81259,5,1,0.833,22
81259,10,1,0.925,22
81259,5,0,2.619,22
81259,40,1,0.456,22
81259,0,1,1.66,22
81259,40,1,0.635,23
81259,10,1,0.837,23
81259,5,1,0.652,23
81259,0,0,0.893,23
81259,5,1,0.696,23
81259,40,1,0.588,23
81259,10,0,0.732,23
81259,5,1,1.09,23
81259,5,0,2.197,23
81259,0,1,3.137,23
81259,5,1,0.805,23
81259,0,0,1.453,23
81259,5,1,1.826,23
81259,5,1,1.587,23
81259,40,1,0.588,23
81259,0,0,1.644,23
81259,40,1,0.488,23
81259,10,1,0.852,23
81259,40,1,0.5,23
81259,10,1,0.509,23
81259,40,1,0.542,23
81259,10,1,0.934,23
81259,10,1,1.227,23
81259,40,1,0.605,23
81259,40,1,0.557,23
81259,5,0,1.165,23
81259,40,1,0.512,23
81259,5,1,0.908,23
81259,40,1,0.485,23
81259,10,1,0.731,23
81259,10,1,0.868,23
81259,10,0,0.652,23
81259,0,0,0.489,23
81259,10,1,1.024,23
81259,5,0,1.261,23
81259,10,1,0.633,23
81259,10,0,0.573,23
81259,5,1,0.752,23
81259,0,1,0.924,23
81259,40,1,0.564,23
81259,5,1,1.076,23
81259,0,1,0.812,23
81259,10,1,0.834,24
81259,5,0,0.757,24
81259,5,1,0.433,24
81259,0,0,1.581,24
81259,5,1,1.001,24
81259,10,1,0.556,24
81259,40,1,0.46,24
81259,40,1,0.493,24
81259,10,1,0.54,24
81259,40,1,0.508,24
81259,0,1,1.429,24
81259,10,1,0.572,24
81259,5,1,0.5,24
81259,40,1,0.452,24
81259,10,1,0.708,24
81259,5,1,0.589,24
81259,5,1,0.581,24
81259,0,0,2.038,24
81259,0,1,0.624,24
81259,40,1,0.526,24
81259,5,1,0.508,24
81259,40,1,0.644,24
81259,5,1,0.82,24
81259,0,0,0.908,24
81259,40,1,0.432,24
81259,5,0,1.741,24
81259,0,0,0.471,24
81259,5,1,0.608,24
81259,40,1,0.468,24
81259,10,1,0.862,24
81259,40,1,0.474,24
81259,40,1,0.461,24
81259,5,1,0.853,24
81259,10,1,0.789,24
81259,5,1,0.516,24
81259,10,1,0.547,24
81259,0,1,0.668,24
81259,5,1,0.556,24
81259,40,1,0.548,24
81259,10,1,0.516,24
81259,40,1,0.508,24
81259,0,0,0.788,24
81259,40,1,0.44,24
81259,5,1,0.548,24
81259,10,0,0.781,24
81259,10,1,0.6,24
81259,10,1,0.668,24
81259,0,1,1.021,24
81259,10,1,0.556,24
81259,40,1,0.541,24
81259,10,1,1.148,24
81259,0,1,0.673,25
81259,10,1,0.436,25
81259,40,1,0.444,25
81259,40,1,0.412,25
81259,0,0,0.598,25
81259,40,1,0.374,25
81259,5,1,0.535,25
81259,10,1,0.458,25
81259,40,1,0.501,25
81259,10,1,0.75,25
81259,40,1,0.429,25
81259,40,1,1.035,25
81259,0,1,0.804,25
81259,5,1,0.612,25
81259,10,1,0.533,25
81259,10,0,1.011,25
81259,0,1,1.36,25
81259,5,0,0.739,25
81259,0,0,1.537,25
81259,0,0,0.976,25
81259,0,1,0.472,25
81259,40,1,0.5,25
81259,10,1,0.677,25
81259,10,0,0.725,25
81259,0,1,0.808,25
81259,10,1,0.7,25
81259,5,1,1.005,25
81259,40,1,0.507,25
81259,0,0,1.164,25
81259,0,1,1.144,25
81259,5,1,1.252,25
81259,10,1,1.204,25
81259,0,0,1.692,25
81259,5,1,1.089,25
81259,10,0,0.924,25
81259,5,1,0.624,25
81259,0,1,1.245,25
81259,5,1,1.236,25
81259,10,1,0.668,25
81259,5,1,0.572,25
81259,40,1,0.516,25
81259,40,1,0.517,25
81259,10,1,0.971,25
81259,40,1,0.5,25
81259,40,1,0.492,25
81259,10,1,0.572,25
81259,40,1,0.484,25
81259,40,1,0.525,25
81259,10,1,0.818,26
81259,5,1,0.669,26
81259,5,1,0.475,26
81259,0,1,0.412,26
81259,5,0,0.652,26
81259,40,1,0.432,26
81259,40,1,0.5,26
81259,0,0,0.572,26
81259,0,0,1.04,26
81259,40,1,0.521,26
81259,40,1,0.54,26
81259,5,1,0.462,26
81259,5,1,0.923,26
81259,5,0,0.756,26
81259,40,1,0.568,26
81259,10,0,0.533,26
81259,10,1,0.719,26
81259,5,0,0.892,26
81259,10,1,0.529,26
81259,5,1,0.731,26
81259,0,1,1.284,26
81259,5,0,1.052,26
81259,10,1,0.624,26
81259,5,0,0.772,26
81259,0,1,0.61,26
81259,10,0,0.557,26
81259,5,1,0.8,26
81259,40,1,0.565,26
81259,40,1,0.54,26
81259,0,1,0.684,26
81259,0,0,1.892,26
81259,0,1,1.56,26
81259,0,0,0.933,26
81259,0,0,0.96,26
81259,10,1,0.455,26
81259,40,1,0.492,26
81259,40,1,0.549,26
81259,40,1,0.46,26
81259,10,1,0.684,26
81259,10,1,0.868,26
81259,0,1,0.987,26
81259,40,1,0.572,26
81259,0,1,0.492,26
81259,40,1,0.469,26
81259,10,1,1.435,26
81259,10,1,0.692,26
81259,40,1,0.508,26
81259,0,1,1.052,26
81259,40,1,0.555,27
81259,0,1,0.42,27
81259,0,1,0.544,27
81259,10,0,0.469,27
81259,40,1,0.401,27
81259,10,1,0.586,27
81259,40,1,0.461,27
81259,10,1,0.748,27
81259,5,1,0.766,27
81259,5,0,0.723,27
81259,10,0,0.617,27
81259,5,1,0.703,27
81259,10,1,0.964,27
81259,0,0,1.1,27
81259,0,0,0.384,27
81259,0,0,0.592,27
81259,10,1,0.721,27
81259,10,1,0.5,27
81259,40,1,0.493,27
81259,40,1,0.435,27
81259,5,0,0.588,27
81259,5,1,0.424,27
81259,5,1,0.612,27
81259,40,1,0.508,27
81259,40,1,0.46,27
81259,10,1,0.996,27
81259,0,1,0.652,27
81259,40,1,0.485,27
81259,5,0,1.157,27
81259,40,1,0.553,27
81259,5,0,0.717,27
81259,0,1,1.072,27
81259,10,1,1.379,27
81259,40,1,0.516,27
81259,10,1,0.668,27
81259,40,1,0.444,27
81259,10,0,0.477,27
81259,5,1,0.439,27
81259,40,1,0.476,27
81259,10,1,0.748,27
81259,10,1,0.756,27
81259,40,1,0.539,27
81259,5,0,0.87,27
81259,0,1,0.654,27
81259,0,0,0.581,27
81259,10,1,0.555,27
81259,5,1,0.873,27
81259,0,1,0.884,27
81259,40,1,0.492,27
81259,5,0,1.34,27
81259,10,1,0.93,27
81259,0,0,0.554,28
81259,40,1,0.466,28
81259,5,1,0.899,28
81259,40,1,0.46,28
81259,40,1,0.428,28
81259,0,1,0.789,28
81259,40,1,0.539,28
81259,5,0,0.74,28
81259,40,1,0.48,28
81259,5,0,0.7,28
81259,5,1,0.585,28
81259,40,1,0.41,28
81259,0,0,0.637,28
81259,5,0,0.36,28
81259,40,1,0.401,28
81259,5,1,0.507,28
81259,40,1,0.484,28
81259,5,1,0.828,28
81259,40,1,0.493,28
81259,0,0,0.589,28
81259,40,1,0.439,28
81259,40,1,0.475,28
81259,40,1,0.461,28
81259,40,1,0.564,28
81259,10,1,0.739,28
81259,40,1,0.523,28
81259,10,1,0.42,28
81259,10,1,0.54,28
81259,40,1,0.428,28
81259,5,0,0.42,28
81259,40,1,0.401,28
81259,40,1,0.451,28
81259,0,0,0.716,28
81259,40,1,0.408,28
81259,0,1,1.068,28
81259,10,1,0.925,28
81259,5,0,1.38,28
81259,0,0,0.959,28
81259,5,0,0.817,28
81259,5,1,1.095,28
81259,40,1,0.5,28
81259,10,1,0.5,28
81259,5,1,0.811,28
81259,10,1,1.676,28
81259,10,1,0.924,28
81259,5,1,2.373,28
81259,0,0,3.787,28
81259,0,1,0.714,29
81259,40,1,0.533,29
81259,40,1,0.451,29
81259,0,1,0.876,29
81259,40,1,0.452,29
81259,10,1,1.356,29
81259,5,0,0.613,29
81259,5,1,0.744,29
81259,5,1,1.068,29
81259,40,1,0.452,29
81259,0,0,1.363,29
81259,10,1,0.759,29
81259,5,0,1.244,29
81259,10,1,0.56,29
81259,0,1,1.092,29
81259,5,1,0.58,29
81259,0,1,0.509,29
81259,5,1,0.595,29
81259,40,1,0.598,29
81259,5,1,0.978,29
81259,40,1,0.58,29
81259,0,1,0.5,29
81259,0,1,0.684,29
81259,10,1,0.948,29
81259,5,0,1.779,29
81259,40,1,0.417,29
81259,0,0,0.803,29
81259,10,0,0.44,29
81259,40,1,0.536,29
81259,40,1,0.46,29
81259,0,0,0.676,29
81259,5,0,0.76,29
81259,40,1,0.432,29
81259,10,1,0.541,29
81259,5,0,0.716,29
81259,10,0,0.504,29
81259,5,1,1.192,29
81259,0,0,0.555,29
81259,40,1,0.466,29
81259,0,1,1.577,29
81259,5,1,0.652,29
81259,10,1,1.725,29
81259,5,1,2.059,29
81259,40,1,0.884,29
81259,5,0,3.82,29
81259,5,1,0.738,30
81259,5,1,0.555,30
81259,10,0,0.924,30
81259,5,0,0.504,30
81259,0,0,0.752,30
81259,10,1,0.608,30
81259,10,0,0.501,30
81259,40,1,0.521,30
81259,5,1,0.723,30
81259,10,1,0.628,30
81259,40,1,0.58,30
81259,5,1,0.58,30
81259,5,1,0.563,30
81259,10,1,0.708,30
81259,0,1,1.66,30
81259,10,1,0.798,30
81259,40,1,0.555,30
81259,5,1,1.347,30
81259,10,1,0.636,30
81259,40,1,0.598,30
81259,0,0,0.473,30
81259,5,0,0.408,30
81259,0,1,0.816,30
81259,10,1,0.716,30
81259,0,0,1.548,30
81259,40,1,0.47,30
81259,5,1,0.507,30
81259,40,1,0.515,30
81259,0,1,1.116,30
81259,5,1,0.628,30
81259,40,1,0.484,30
81259,0,0,0.788,30
81259,5,0,0.424,30
81259,0,0,0.745,30
81259,40,1,0.48,30
81259,5,1,0.493,30
81259,10,1,0.659,30
81259,40,1,0.54,30
81259,10,0,1.02,30
81259,0,0,0.712,30
81259,10,1,0.591,30
81259,10,1,0.739,30
81259,5,1,1.22,30
81259,0,1,0.956,30
81259,5,1,0.716,30
81259,40,1,0.532,30
81259,40,1,0.515,30
81259,10,1,0.804,30
81259,0,1,1.173,30
81355,5,0,1.279,22
81355,5,0,0.546,22
81355,0,1,1.703,22
81355,40,1,0.465,22
81355,0,0,0.408,22
81355,10,0,0.921,22
81355,0,0,0.722,22
81355,40,0,0.495,22
81355,0,0,0.875,22
81355,40,1,0.542,22
81355,40,1,0.807,22
81355,5,1,1.415,22
81355,5,1,0.633,22
81355,40,1,0.766,22
81355,0,0,1.226,22
81355,5,1,0.878,22
81355,5,0,0.642,22
81355,5,1,0.714,22
81355,10,0,1.024,22
81355,40,0,0.568,22
81355,5,1,0.573,22
81355,0,1,0.503,22
81355,0,0,2.554,22
81355,10,1,0.714,22
81355,40,1,0.47,22
81355,0,0,0.373,22
81355,0,0,0.624,22
81355,10,0,0.526,22
81355,10,1,0.573,22
81355,5,1,1.041,22
81355,40,1,0.501,22
81355,0,0,0.989,22
81355,5,0,0.448,22
81355,10,1,0.442,22
81355,40,1,0.565,22
81355,40,0,1.982,22
81355,0,1,0.705,22
81355,10,1,0.419,22
81355,0,1,0.559,22
81355,5,1,0.357,22
81355,5,1,0.355,22
81355,10,1,0.577,22
81355,5,1,0.978,22
81355,10,0,1.995,23
81355,40,1,0.627,23
81355,10,0,0.517,23
81355,40,1,0.478,23
81355,5,1,0.515,23
81355,10,0,0.678,23
81355,5,1,4.408,23
81355,40,1,0.458,23
81355,0,0,0.65,23
81355,40,1,0.517,23
81355,5,0,0.486,23
81355,5,1,1.322,23
81355,10,1,0.484,23
81355,5,1,0.711,23
81355,40,1,0.41,23
81355,40,1,0.5,23
81355,40,1,0.425,23
81355,40,0,0.779,23
81355,40,1,0.453,23
81355,40,1,0.566,23
81355,40,1,0.45,23
81355,40,1,0.49,23
81355,0,1,0.633,23
81355,0,0,0.574,23
81355,0,1,1.319,23
81355,5,0,1.729,23
81355,5,1,0.472,23
81355,0,0,0.503,23
81355,10,1,0.778,23
81355,10,1,0.518,23
81355,0,1,0.842,23
81355,40,1,0.447,23
81355,40,1,0.358,23
81355,0,0,0.478,23
81355,0,0,0.75,23
81355,40,1,0.832,23
81355,0,0,0.646,23
81355,40,1,0.541,23
81355,5,0,0.49,23
81355,40,1,0.502,23
81355,10,1,0.522,23
81355,40,1,0.406,23
81355,10,0,0.633,23
81355,10,1,1.178,23
81355,5,1,0.526,23
81355,40,1,0.453,23
81355,5,0,1.278,24
81355,10,0,0.483,24
81355,0,1,0.587,24
81355,0,1,0.706,24
81355,40,1,0.489,24
81355,10,1,0.882,24
81355,40,1,0.538,24
81355,10,0,0.834,24
81355,5,1,0.519,24
81355,40,1,0.558,24
81355,10,1,1.379,24
81355,5,0,3.612,24
81355,0,1,0.426,24
81355,40,1,0.525,24
81355,0,0,0.527,24
81355,10,1,0.476,24
81355,5,0,0.561,24
81355,5,1,0.606,24
81355,40,1,0.396,24
81355,5,1,0.466,24
81355,0,0,0.386,24
81355,5,1,0.674,24
81355,40,1,0.454,24
81355,40,1,0.617,24
81355,5,1,0.837,24
81355,40,1,0.509,24
81355,5,1,0.542,24
81355,0,1,0.502,24
81355,40,1,0.714,24
81355,10,1,0.542,24
81355,40,1,0.418,24
81355,5,1,0.961,24
81355,0,0,0.374,24
81355,40,0,0.317,24
81355,10,1,0.377,24
81355,10,1,0.526,24
81355,5,0,0.404,24
81355,0,0,0.609,24
81355,5,1,0.673,24
81355,10,0,0.614,24
81355,10,1,0.54,24
81355,40,1,0.461,24
81355,5,1,0.658,24
81355,40,1,0.614,24
81355,10,1,1.766,24
81355,40,1,1.28,25
81355,0,0,0.494,25
81355,10,1,0.416,25
81355,5,0,0.503,25
81355,0,0,0.538,25
81355,10,0,0.409,25
81355,5,1,0.497,25
81355,10,0,0.43,25
81355,5,0,0.756,25
81355,5,1,0.449,25
81355,5,0,0.382,25
81355,40,1,0.457,25
81355,5,1,0.744,25
81355,10,1,0.401,25
81355,5,0,0.361,25
81355,0,1,0.553,25
81355,40,1,0.472,25
81355,0,1,0.361,25
81355,5,1,0.555,25
81355,5,0,0.574,25
81355,10,1,0.494,25
81355,5,0,0.637,25
81355,5,0,1.279,25
81355,10,0,0.421,25
81355,10,1,0.546,25
81355,40,1,0.773,25
81355,40,0,0.551,25
81355,40,1,0.612,25
81355,40,1,0.286,25
81355,40,1,0.348,25
81355,5,0,0.542,25
81355,0,0,0.297,25
81355,0,1,0.491,25
81355,40,1,0.778,25
81355,0,1,0.31,25
81355,10,0,0.302,25
81355,40,1,0.822,25
81355,0,1,1.8,25
81355,5,0,0.387,25
81355,0,0,0.585,25
81355,0,0,0.57,25
81355,10,1,0.41,25
81355,40,1,0.322,25
81355,40,1,0.417,25
81355,0,1,0.391,25
81355,5,0,0.486,25
81355,0,1,0.317,25
81355,10,0,0.305,25
81355,40,0,0.509,25
81355,40,1,0.606,25
81355,40,1,0.462,25
81355,10,1,0.725,25
81355,10,1,1.507,26
81355,10,0,0.323,26
81355,0,0,0.398,26
81355,0,0,1.368,26
81355,10,1,3.516,26
81355,10,1,0.514,26
81355,10,0,0.437,26
81355,5,1,0.554,26
81355,5,0,0.453,26
81355,0,0,0.453,26
81355,0,0,0.456,26
81355,10,1,0.573,26
81355,10,1,0.618,26
81355,40,1,0.509,26
81355,5,1,0.685,26
81355,10,0,0.426,26
81355,0,0,0.577,26
81355,10,0,0.487,26
81355,40,1,0.574,26
81355,40,1,0.511,26
81355,0,0,1.13,26
81355,0,0,0.873,26
81355,5,1,0.694,26
81355,40,1,0.538,26
81355,40,1,0.498,26
81355,5,0,1.07,26
81355,40,1,0.611,26
81355,0,1,0.774,26
81355,0,1,0.621,26
81355,5,1,0.574,26
81355,40,1,0.421,26
81355,10,1,0.501,26
81355,40,1,0.505,26
81355,10,0,0.447,26
81355,0,1,0.378,26
81355,0,0,0.434,26
81355,10,1,0.453,26
81355,10,0,0.346,26
81355,0,1,0.443,26
81355,0,1,0.774,26
81355,40,1,0.525,26
81355,10,0,0.453,26
81355,40,1,0.542,26
81355,40,1,0.562,26
81355,5,1,0.422,26
81355,0,1,0.754,26
81355,10,1,0.35,26
81355,0,0,0.658,26
81355,0,1,1.91,27
81355,10,1,0.546,27
81355,40,1,0.517,27
81355,0,1,0.521,27
81355,5,1,0.55,27
81355,5,0,0.507,27
81355,40,1,0.473,27
81355,40,1,0.39,27
81355,40,0,0.403,27
81355,0,1,0.505,27
81355,40,1,0.48,27
81355,0,1,0.49,27
81355,40,1,0.349,27
81355,0,0,0.357,27
81355,5,1,0.529,27
81355,40,1,0.39,27
81355,5,1,0.366,27
81355,0,1,0.421,27
81355,5,0,0.694,27
81355,0,1,0.313,27
81355,10,1,0.438,27
81355,0,1,0.39,27
81355,5,1,0.385,27
81355,10,0,0.318,27
81355,10,0,0.335,27
81355,10,0,0.54,27
81355,0,1,0.759,27
81355,5,1,0.653,27
81355,5,0,0.487,27
81355,40,1,0.518,27
