subject,Coherence (%),Correct (1) / Incorrect (0),RT (s),blkNum
31727,5,1,1.041,22
31727,10,0,0.827,22
31727,5,1,0.94,22
31727,5,1,0.947,22
31727,5,1,0.948,22
31727,40,1,0.654,22
31727,10,0,0.824,22
31727,5,0,1.208,22
31727,10,0,0.927,22
31727,0,0,0.727,22
31727,10,1,1.264,22
31727,5,0,1.281,22
31727,5,0,1.315,22
31727,0,0,1.099,22
31727,5,1,1.519,22
31727,5,0,1.246,22
31727,10,1,0.777,22
31727,0,0,1.537,22
31727,10,1,1.56,22
31727,0,0,1.311,22
31727,0,1,1.681,22
31727,0,1,1.677,22
31727,0,0,3.498,22
31727,40,1,0.822,22
31727,10,1,1.094,22
31727,40,1,1.095,22
31727,5,0,1.21,22
31727,0,1,0.784,22
31727,0,0,0.687,22
31727,40,1,0.59,22
31727,0,0,0.868,22
31727,10,1,0.608,22
31727,10,0,0.989,22
31727,40,1,0.509,22
31727,0,0,0.796,22
31727,40,1,1.28,23
31727,40,1,0.941,23
31727,40,1,0.536,23
31727,40,1,0.514,23
31727,0,0,0.802,23
31727,5,0,0.537,23
31727,40,1,0.513,23
31727,5,0,0.842,23
31727,40,1,0.594,23
31727,10,0,0.701,23
31727,10,1,0.637,23
31727,10,1,0.724,23
31727,40,1,0.568,23
31727,40,1,0.556,23
31727,10,1,0.55,23
31727,0,0,0.809,23
31727,10,1,0.581,23
31727,40,1,0.628,23
31727,0,0,0.955,23
31727,5,1,0.911,23
31727,5,1,0.959,23
31727,40,1,0.593,23
31727,40,1,0.569,23
31727,5,1,1.32,23
31727,0,0,1.854,23
31727,0,0,0.741,23
31727,10,1,1.176,23
31727,0,1,1.251,23
31727,40,1,0.67,23
31727,40,1,0.645,23
31727,10,0,1.044,23
31727,10,1,0.553,23
31727,5,0,1.072,23
31727,10,1,1.376,23
31727,5,0,1.14,23
31727,10,1,0.938,23
31727,5,1,1.265,23
31727,10,1,1.057,23
31727,40,0,0.718,23
31727,40,0,0.598,23
31727,0,1,0.714,23
31727,0,0,1.13,23
31727,0,1,1.131,23
31727,0,1,0.661,24
31727,5,1,0.741,24
31727,10,1,0.66,24
31727,40,1,0.701,24
31727,40,1,0.703,24
31727,5,0,1.03,24
31727,5,0,0.6,24
31727,10,1,1.073,24
31727,40,1,0.666,24
31727,10,0,0.537,24
31727,10,0,0.648,24
31727,40,1,0.554,24
31727,0,1,0.964,24
31727,5,0,0.762,24
31727,0,0,0.708,24
31727,40,1,0.585,24
31727,0,1,1.393,24
31727,0,0,1.037,24
31727,5,0,1.022,24
31727,5,0,0.387,24
31727,40,1,0.449,24
31727,5,0,0.634,24
31727,40,1,0.477,24
31727,10,0,0.823,24
31727,0,0,0.675,24
31727,0,0,0.839,24
31727,5,1,0.571,24
31727,40,1,0.663,24
31727,5,0,0.78,24
31727,40,1,0.504,24
31727,5,0,0.713,24
31727,40,1,0.739,24
31727,40,1,0.572,24
31727,0,1,0.897,24
31727,40,1,0.745,24
31727,40,1,0.549,24
31727,40,1,0.524,24
31727,5,0,1.113,24
31727,5,1,0.78,24
31727,40,1,0.585,24
31727,10,1,1.101,24
31727,10,1,0.824,24
31727,10,1,0.76,24
31727,10,1,1.012,24
31727,5,1,0.878,24
31727,0,0,0.667,25
31727,10,0,0.443,25
31727,0,0,0.737,25
31727,5,0,0.795,25
31727,5,0,0.541,25
31727,0,0,0.579,25
31727,40,1,0.507,25
31727,40,1,0.521,25
31727,0,1,0.987,25
31727,0,0,0.836,25
31727,0,1,0.524,25
31727,40,1,0.64,25
31727,40,1,0.513,25
31727,0,1,0.628,25
31727,10,1,0.572,25
31727,5,0,0.816,25
31727,40,1,0.494,25
31727,0,0,0.747,25
31727,0,0,1.403,25
31727,0,1,1.315,25
31727,5,0,0.758,25
31727,40,1,0.487,25
31727,40,1,0.533,25
31727,0,1,1.205,25
31727,5,0,0.915,25
31727,40,1,0.358,25
31727,10,0,1.038,25
31727,10,1,0.712,25
31727,10,1,1.061,25
31727,10,1,0.805,25
31727,0,0,1.857,25
31727,5,0,1.042,25
31727,5,1,0.484,25
31727,0,1,1.76,25
31727,10,1,1.521,25
31727,10,1,0.864,25
31727,5,1,1.092,25
31727,40,1,0.739,25
31727,10,1,0.649,25
31727,10,0,0.703,25
31727,0,1,0.823,25
31727,40,1,0.779,25
31727,10,1,0.719,25
31727,0,1,0.731,26
31727,0,1,0.859,26
31727,10,1,0.679,26
31727,0,1,0.696,26
31727,0,1,0.852,26
31727,40,1,0.563,26
31727,5,0,0.788,26
31727,5,0,0.981,26
31727,5,0,0.832,26
31727,5,0,0.567,26
31727,0,1,0.663,26
31727,5,1,0.865,26
31727,10,1,0.696,26
31727,10,1,0.638,26
31727,0,1,0.539,26
31727,40,1,0.524,26
31727,10,1,0.719,26
31727,5,1,0.603,26
31727,10,1,0.68,26
31727,5,1,0.607,26
31727,5,1,0.818,26
31727,5,1,0.668,26
31727,5,1,0.726,26
31727,40,1,0.727,26
31727,5,0,0.887,26
31727,40,1,0.538,26
31727,10,1,0.895,26
31727,10,1,0.972,26
31727,40,1,0.654,26
31727,0,0,1.008,26
31727,5,1,0.682,26
31727,40,0,0.593,26
31727,0,0,0.758,26
31727,5,0,1.338,26
31727,10,1,0.758,26
31727,5,1,0.705,26
31727,40,1,0.619,26
31727,10,0,0.577,26
31727,5,1,0.481,26
31727,40,1,0.635,26
31727,5,0,0.659,26
31727,0,1,0.696,26
31727,5,1,1.099,26
31727,10,1,0.503,26
31727,40,1,0.292,26
31727,40,1,0.53,26
31727,10,0,0.681,26
31727,10,1,0.355,26
31727,40,1,0.558,26
31727,40,1,0.959,27
31727,5,1,0.615,27
31727,5,0,0.379,27
31727,0,1,0.56,27
31727,40,1,0.558,27
31727,5,0,0.593,27
31727,5,1,0.546,27
31727,0,1,0.761,27
31727,5,0,0.595,27
31727,0,0,0.666,27
31727,10,1,0.617,27
31727,10,0,0.943,27
31727,40,0,0.627,27
31727,40,1,0.347,27
31727,10,1,0.709,27
31727,0,0,0.665,27
31727,0,1,0.519,27
31727,40,1,0.514,27
31727,5,1,0.513,27
31727,5,0,0.607,27
31727,40,1,0.464,27
31727,40,1,0.435,27
31727,5,1,0.697,27
31727,5,1,0.592,27
31727,40,1,0.524,27
31727,5,0,0.605,27
31727,40,1,0.424,27
31727,0,1,0.488,27
31727,0,0,0.775,27
31727,0,0,0.372,27
31727,40,1,0.531,27
31727,40,1,0.618,27
31727,5,0,0.489,27
31727,0,0,0.587,27
31727,0,0,0.609,27
31727,5,0,0.744,27
31727,40,1,0.52,27
31727,10,1,0.7,27
31727,10,1,0.619,27
31727,5,1,0.752,27
31727,5,1,0.704,27
31727,5,0,0.613,27
31727,0,1,0.453,27
31727,0,0,0.573,27
31727,5,0,0.578,27
31727,5,0,0.598,27
31727,40,1,0.687,27
31727,5,0,0.541,27
31727,5,1,0.528,27
31727,10,1,0.688,27
31727,10,0,0.864,28
31727,10,1,0.67,28
31727,10,1,0.61,28
31727,0,1,0.732,28
31727,5,1,0.598,28
31727,10,1,0.687,28
31727,0,0,0.681,28
31727,0,1,0.288,28
31727,10,1,0.852,28
31727,40,1,0.595,28
31727,10,1,0.806,28
31727,40,1,0.494,28
31727,5,1,0.501,28
31727,40,1,0.564,28
31727,40,1,0.476,28
31727,5,0,0.523,28
31727,40,1,0.542,28
31727,10,0,0.777,28
31727,40,1,0.646,28
31727,40,1,0.587,28
31727,0,1,1.219,28
31727,10,0,1.018,28
31727,10,0,0.647,28
31727,5,1,1.004,28
31727,40,1,0.57,28
31727,10,1,0.558,28
31727,10,1,0.398,28
31727,0,1,0.48,28
31727,10,1,1.293,28
31727,0,1,1.36,28
31727,10,0,1,28
31727,40,0,0.617,28
31727,10,1,0.274,28
31727,10,0,0.451,28
31727,40,1,0.519,28
31727,40,1,0.707,28
31727,10,1,0.703,28
31727,10,1,0.672,28
31727,10,1,0.632,28
31727,5,1,0.809,28
31727,10,1,0.44,28
31727,10,1,0.428,28
31727,0,0,0.439,28
31727,5,0,0.658,28
31727,5,1,0.421,28
31727,5,0,1.04,28
31727,5,0,0.601,28
31727,5,0,0.523,28
31727,40,0,0.418,28
31727,5,0,0.701,28
31727,5,0,1.201,29
31727,5,0,0.477,29
31727,0,1,0.647,29
31727,10,1,0.813,29
31727,5,0,0.506,29
31727,10,1,0.401,29
31727,40,1,0.514,29
31727,5,0,0.951,29
31727,5,1,0.556,29
31727,0,1,0.933,29
31727,0,1,0.75,29
31727,10,0,0.779,29
31727,10,0,0.734,29
31727,10,1,0.629,29
31727,0,0,0.53,29
31727,10,1,0.585,29
31727,0,0,1.595,29
31727,5,0,1.029,29
31727,5,1,0.582,29
31727,5,0,0.679,29
31727,5,0,0.441,29
31727,0,0,0.302,29
31727,40,1,0.948,29
31727,40,1,0.839,29
31727,10,1,0.959,29
31727,5,1,0.994,29
31727,5,0,1.122,29
31727,0,0,0.467,29
31727,5,0,0.29,29
31727,0,0,0.417,29
31727,0,1,0.634,29
31727,5,1,0.579,29
31727,40,0,0.542,29
31727,40,1,0.304,29
31727,10,1,0.591,29
31727,5,1,0.584,29
31727,5,1,0.676,29
31727,0,1,0.98,29
31727,5,1,0.654,29
31727,0,0,0.799,29
31727,0,0,0.461,29
31727,5,1,0.732,29
31727,10,1,0.88,29
31727,40,1,0.598,29
31727,5,1,0.687,29
31727,10,0,1.007,30
31727,40,1,0.533,30
31727,40,1,0.503,30
31727,40,1,0.47,30
31727,10,1,0.516,30
31727,40,1,0.514,30
31727,5,0,0.768,30
31727,5,0,0.664,30
31727,0,0,0.569,30
31727,0,1,0.646,30
31727,40,1,0.586,30
31727,10,1,0.745,30
31727,40,1,0.599,30
31727,5,0,0.825,30
31727,40,1,0.466,30
31727,10,1,0.843,30
31727,5,0,0.674,30
31727,0,0,0.771,30
31727,5,0,0.643,30
31727,0,0,1.118,30
31727,10,0,0.645,30
31727,0,0,0.609,30
31727,0,1,0.619,30
31727,5,0,0.561,30
31727,0,0,0.483,30
31727,40,1,0.602,30
31727,5,1,0.694,30
31727,10,1,0.718,30
31727,40,1,0.569,30
31727,10,1,1.002,30
31727,5,1,0.953,30
31727,10,0,0.565,30
31727,10,1,0.487,30
31727,40,1,0.531,30
31727,10,1,0.778,30
31727,5,1,0.905,30
31727,10,1,0.528,30
31727,10,1,0.684,30
31727,40,1,0.638,30
31727,0,1,1.234,30
31727,0,1,1.909,30
31727,5,0,1.078,30
31727,0,1,0.905,30
31727,5,1,1.011,30
31727,10,0,0.899,30
31727,0,0,0.96,30
65359,0,1,1.935,22
65359,0,1,0.766,22
65359,10,1,0.655,22
65359,40,1,0.535,22
65359,40,0,0.471,22
65359,10,1,2.737,22
65359,0,0,0.935,22
65359,0,0,0.926,22
65359,5,0,1.532,22
65359,10,1,1.168,22
65359,40,1,0.697,22
65359,40,1,0.529,22
65359,40,1,0.595,22
65359,5,0,1.189,22
65359,5,0,1.99,22
65359,40,1,0.529,22
65359,40,1,0.615,22
65359,40,1,0.644,22
65359,0,0,1.442,22
65359,5,1,1.084,22
65359,40,1,0.701,22
65359,0,0,1.577,22
65359,0,1,1.588,22
65359,10,0,0.879,22
65359,10,1,0.738,22
65359,10,1,0.928,22
65359,40,1,0.613,22
65359,10,1,0.791,22
65359,40,1,0.649,22
65359,40,1,0.565,22
65359,0,0,1.72,22
65359,10,1,0.795,22
65359,10,1,0.836,22
65359,0,1,0.985,22
65359,10,1,0.65,22
65359,40,1,0.59,22
65359,5,1,0.822,22
65359,0,1,0.799,22
65359,40,1,1.561,22
65359,40,1,0.577,23
65359,0,1,1.047,23
65359,40,1,0.541,23
65359,40,1,0.529,23
65359,40,1,0.515,23
65359,0,0,1.187,23
65359,0,1,1.25,23
65359,5,1,0.807,23
65359,40,1,0.638,23
65359,0,0,0.795,23
65359,10,1,0.585,23
65359,10,1,0.625,23
65359,5,0,1.443,23
65359,10,1,0.574,23
65359,0,0,0.699,23
65359,5,1,0.933,23
65359,10,1,0.9,23
65359,40,1,0.627,23
65359,0,1,0.889,23
65359,10,0,0.936,23
65359,10,1,0.767,23
65359,10,1,0.657,23
65359,40,1,0.578,23
65359,10,1,1.318,23
65359,40,1,0.533,23
65359,10,1,0.689,23
65359,10,1,0.719,23
65359,5,1,0.843,23
65359,0,0,0.578,23
65359,0,0,0.591,23
65359,10,1,0.626,23
65359,5,1,0.699,23
65359,40,1,0.523,23
65359,10,1,0.675,23
65359,10,1,0.561,23
65359,5,1,0.846,23
65359,40,1,0.652,23
65359,0,0,1.079,23
65359,5,1,0.956,23
65359,5,1,0.909,23
65359,0,1,2.236,23
65359,0,0,2.012,23
65359,0,0,1.164,23
65359,5,1,1.065,23
65359,5,0,1.542,24
65359,5,1,0.955,24
65359,40,1,0.608,24
65359,40,1,0.572,24
65359,5,1,0.872,24
65359,5,1,0.684,24
65359,10,1,0.66,24
65359,0,1,0.692,24
65359,5,1,0.795,24
65359,40,1,0.641,24
65359,40,1,0.549,24
65359,10,1,0.977,24
65359,40,1,0.655,24
65359,5,0,0.786,24
65359,0,0,0.771,24
65359,10,1,1.041,24
65359,0,0,0.951,24
65359,0,0,1.054,24
65359,0,1,0.743,24
65359,40,1,0.627,24
65359,10,1,0.839,24
65359,5,1,0.675,24
65359,40,1,0.569,24
65359,40,1,0.536,24
65359,40,1,0.591,24
65359,0,1,0.854,24
65359,10,1,0.557,24
65359,10,1,0.691,24
65359,0,0,1.301,24
65359,10,1,0.902,24
65359,0,0,0.73,24
65359,10,1,0.864,24
65359,0,0,2.348,24
65359,10,1,0.945,24
65359,0,0,0.679,24
65359,0,0,0.738,24
65359,40,1,0.571,24
65359,10,1,0.726,24
65359,0,0,0.996,24
65359,5,0,0.943,24
65359,10,1,1.133,24
65359,5,1,0.857,24
65359,10,1,0.775,24
65359,40,1,0.857,25
65359,5,1,0.605,25
65359,40,1,0.556,25
65359,5,1,0.577,25
65359,5,0,0.9,25
65359,0,1,0.849,25
65359,10,1,0.601,25
65359,10,0,0.606,25
65359,0,1,1.214,25
65359,0,1,0.637,25
65359,10,1,0.785,25
65359,10,1,1.162,25
65359,10,1,0.572,25
65359,40,1,0.528,25
65359,10,1,0.659,25
65359,40,1,0.642,25
65359,5,1,0.689,25
65359,0,0,1.08,25
65359,10,1,0.799,25
65359,10,0,0.789,25
65359,0,1,1.387,25
65359,5,0,0.844,25
65359,5,1,1.038,25
65359,5,1,1.432,25
65359,10,1,0.748,25
65359,40,1,0.556,25
65359,0,0,1.278,25
65359,0,0,0.8,25
65359,40,1,0.62,25
65359,10,1,0.639,25
65359,40,1,0.611,25
65359,10,1,0.649,25
65359,5,1,0.687,25
65359,10,1,0.678,25
65359,0,0,0.591,25
65359,10,1,0.995,25
65359,10,1,1.119,25
65359,40,1,0.648,25
65359,0,1,0.675,25
65359,40,1,0.641,25
65359,40,1,0.528,25
65359,40,1,0.554,25
65359,0,1,0.875,25
65359,10,1,0.751,25
65359,0,1,0.646,25
65359,10,1,0.679,25
65359,40,1,0.534,25
65359,5,1,0.839,25
65359,40,1,0.638,26
65359,40,1,0.454,26
65359,10,1,0.529,26
65359,5,1,0.695,26
65359,0,0,1.155,26
65359,40,1,0.558,26
65359,10,1,0.71,26
65359,0,0,0.596,26
65359,0,0,0.905,26
65359,0,0,1.086,26
65359,0,0,0.926,26
65359,10,1,1.071,26
65359,5,0,0.696,26
65359,10,1,0.494,26
65359,5,1,0.628,26
65359,10,1,0.609,26
65359,0,1,0.55,26
65359,40,1,0.519,26
65359,40,1,0.57,26
65359,5,1,0.766,26
65359,10,1,0.778,26
65359,40,1,0.576,26
65359,0,1,0.705,26
65359,10,1,0.651,26
65359,0,0,0.654,26
65359,40,1,0.569,26
65359,10,1,0.584,26
65359,5,1,0.688,26
65359,5,0,0.739,26
65359,5,1,0.939,26
65359,0,0,0.731,26
65359,5,1,0.623,26
65359,0,0,0.697,26
65359,40,1,0.516,26
65359,0,1,2.049,26
65359,0,0,1.679,26
65359,40,1,0.545,26
65359,0,0,0.836,26
65359,40,1,0.565,26
65359,10,0,0.67,26
65359,5,1,0.855,26
65359,0,0,1.49,26
65359,0,0,1.521,26
65359,0,0,1.228,26
65359,40,1,0.676,27
65359,10,1,1.083,27
65359,10,0,1.08,27
65359,40,1,0.611,27
65359,10,1,0.697,27
65359,0,0,0.738,27
65359,5,1,1.301,27
65359,40,1,0.571,27
65359,40,1,0.546,27
65359,10,0,0.679,27
65359,5,1,0.774,27
65359,5,1,1.245,27
65359,0,0,1.16,27
65359,5,0,1.897,27
65359,40,1,0.593,27
65359,40,1,0.499,27
65359,10,1,0.536,27
65359,10,1,0.867,27
65359,40,1,0.523,27
65359,5,1,1.226,27
65359,0,0,0.674,27
65359,10,1,0.83,27
65359,10,1,0.73,27
65359,40,1,0.509,27
65359,0,1,0.857,27
65359,40,1,0.506,27
65359,40,1,0.549,27
65359,40,1,0.59,27
65359,0,0,1.29,27
65359,10,1,1.197,27
65359,10,1,0.898,27
65359,0,0,1.058,27
65359,0,0,1.34,27
65359,10,1,0.673,27
65359,40,1,0.548,27
65359,40,1,0.499,27
65359,40,1,0.506,27
65359,5,1,0.962,27
65359,0,1,0.596,27
65359,5,1,1.039,27
65359,40,1,0.575,27
65359,40,1,0.565,27
65359,40,1,0.535,27
65359,5,1,1.352,27
65359,10,1,1.034,27
65359,0,0,1.177,28
65359,40,1,0.542,28
65359,40,1,0.54,28
65359,0,0,0.798,28
65359,10,1,0.868,28
65359,0,0,1.371,28
65359,40,1,0.534,28
65359,5,0,0.751,28
65359,10,1,0.729,28
65359,10,1,0.988,28
65359,0,0,1.091,28
65359,10,1,0.8,28
65359,40,1,0.55,28
65359,10,1,0.503,28
65359,0,0,1.239,28
65359,0,1,0.523,28
65359,10,1,0.827,28
65359,40,1,0.587,28
65359,10,1,0.781,28
65359,5,0,1.439,28
65359,5,1,1.246,28
65359,5,1,1.015,28
65359,5,0,0.889,28
65359,0,0,1.195,28
65359,10,1,0.905,28
65359,5,1,1.127,28
65359,5,1,1.1,28
65359,10,1,0.954,28
65359,40,1,0.589,28
65359,5,0,0.906,28
65359,5,1,0.839,28
65359,10,1,1.201,28
65359,5,0,2.432,28
65359,40,1,0.865,28
65359,5,0,1.397,28
65359,10,1,0.741,28
65359,40,1,0.635,28
65359,10,1,0.867,28
65359,40,1,0.667,28
65359,10,1,1.04,28
65359,5,1,0.716,28
65359,40,1,0.729,29
65359,40,1,0.549,29
65359,10,1,0.658,29
65359,10,1,0.58,29
65359,0,1,1.009,29
65359,10,1,0.728,29
65359,10,1,0.968,29
65359,40,1,0.575,29
65359,40,0,0.57,29
65359,10,1,0.675,29
65359,5,0,1.76,29
65359,40,1,0.597,29
65359,5,0,0.903,29
65359,0,1,1.409,29
65359,5,1,1.48,29
65359,40,1,0.599,29
65359,5,1,0.803,29
65359,40,1,0.536,29
65359,40,1,0.541,29
65359,40,1,0.468,29
65359,10,1,0.68,29
65359,40,1,0.642,29
65359,5,1,0.979,29
65359,10,1,0.808,29
65359,40,1,0.579,29
65359,5,1,0.874,29
65359,0,0,1.016,29
65359,10,1,0.578,29
65359,0,0,1.129,29
65359,10,1,0.598,29
65359,10,0,0.852,29
65359,0,0,0.898,29
65359,40,1,0.554,29
65359,10,1,0.685,29
65359,5,1,0.924,29
65359,10,1,0.67,29
65359,0,1,0.846,29
65359,10,0,0.68,29
65359,0,1,0.854,29
65359,10,1,1.038,29
65359,40,1,0.54,29
65359,40,1,0.625,29
65359,10,1,0.867,29
65359,0,1,1.597,29
65359,10,1,0.89,29
65359,5,1,1.028,29
65359,10,1,1.057,30
65359,0,0,1.033,30
65359,10,1,0.703,30
65359,10,1,0.794,30
65359,5,1,1.347,30
65359,10,1,0.928,30
65359,5,0,0.674,30
65359,0,1,0.809,30
65359,0,1,0.832,30
65359,0,0,0.751,30
65359,40,1,0.548,30
65359,0,1,1.029,30
65359,10,1,1.135,30
65359,5,1,0.566,30
65359,40,1,0.631,30
65359,0,0,1.264,30
65359,10,1,0.597,30
65359,10,1,0.911,30
65359,10,0,0.891,30
65359,0,1,0.769,30
65359,40,1,0.671,30
65359,5,1,0.961,30
65359,40,1,0.649,30
65359,10,1,1.053,30
65359,40,1,0.834,30
65359,0,1,1.57,30
65359,40,1,0.721,30
65359,10,0,0.85,30
65359,0,0,0.754,30
65359,0,0,0.902,30
65359,5,1,0.608,30
65359,5,1,0.746,30
65359,40,1,0.627,30
65359,5,1,0.826,30
65359,0,0,0.766,30
65359,5,0,0.349,30
65359,10,0,1.249,30
65359,5,0,0.887,30
65359,10,1,0.77,30
65359,40,1,0.577,30
65359,5,1,0.87,30
65359,40,1,0.638,30
65359,10,0,2.195,30
66670,0,1,1.163,22
66670,40,1,1.42,22
66670,10,1,0.663,22
66670,10,1,0.819,22
66670,10,1,1.034,22
66670,40,1,1.132,22
66670,0,0,2.983,22
66670,10,1,1.008,22
66670,40,1,0.621,22
66670,0,0,0.903,22
66670,0,0,0.505,22
66670,0,1,0.328,22
66670,40,1,0.697,22
66670,5,1,0.599,22
66670,10,1,0.906,22
66670,0,1,0.606,22
66670,10,1,0.627,22
66670,10,0,1.712,22
66670,10,0,0.645,22
66670,10,0,0.451,22
66670,10,1,0.455,22
66670,10,0,1.474,22
66670,5,1,0.378,22
66670,10,1,0.705,22
66670,40,1,0.697,22
66670,10,1,0.607,22
66670,0,1,0.939,22
66670,0,1,1.287,22
66670,5,1,1.093,22
66670,10,1,1.029,22
66670,0,0,1.181,22
66670,40,1,2.247,22
66670,5,1,1.093,22
66670,5,1,0.72,22
66670,5,1,0.837,22
66670,5,1,1.664,22
66670,5,1,2.584,22
66670,10,1,1.204,22
66670,0,1,1.291,23
66670,0,1,0.538,23
66670,5,1,1.118,23
66670,10,1,1.156,23
66670,0,1,0.717,23
66670,0,1,1.113,23
66670,0,0,0.849,23
66670,40,1,0.383,23
66670,5,1,1.633,23
66670,10,0,0.859,23
66670,5,0,0.402,23
66670,0,0,0.268,23
66670,40,1,0.458,23
66670,0,0,0.924,23
66670,40,0,0.26,23
66670,0,0,0.571,23
66670,5,1,0.443,23
66670,40,1,0.614,23
66670,5,1,0.605,23
66670,0,0,0.726,23
66670,5,0,0.406,23
66670,10,0,0.453,23
66670,0,0,0.417,23
66670,5,0,1.149,23
66670,40,1,0.616,23
66670,40,1,0.823,23
66670,10,0,0.84,23
66670,5,1,0.495,23
66670,0,0,0.811,23
66670,10,1,0.349,23
66670,5,1,0.469,23
66670,40,1,0.697,23
66670,5,1,0.355,23
66670,5,1,0.353,23
66670,0,1,1.017,23
66670,5,1,0.44,23
66670,0,0,0.788,23
66670,0,0,0.805,23
66670,0,0,0.361,23
66670,0,1,0.676,23
66670,0,1,1.062,23
66670,5,0,1.536,23
66670,5,1,1.299,24
66670,10,0,0.632,24
66670,0,0,0.499,24
66670,40,0,0.309,24
66670,40,1,0.552,24
66670,40,1,0.584,24
66670,0,0,0.623,24
66670,5,0,0.608,24
66670,0,1,0.37,24
66670,0,0,0.669,24
66670,0,1,0.503,24
66670,10,0,0.988,24
66670,10,0,1.185,24
66670,40,1,0.681,24
66670,5,0,2.137,24
66670,10,1,0.84,24
66670,40,1,0.88,24
66670,5,0,0.909,24
66670,40,1,0.905,24
66670,10,0,0.744,24
66670,10,1,0.498,24
66670,10,1,0.892,24
66670,5,1,1.18,24
66670,5,0,1.545,24
66670,10,1,0.808,24
66670,40,0,1.322,24
66670,5,0,0.811,24
66670,0,1,0.591,24
66670,5,0,0.862,24
66670,0,0,0.796,24
66670,5,0,0.876,24
66670,5,1,0.481,24
66670,5,0,0.605,24
66670,5,1,1.064,24
66670,0,1,0.887,24
66670,5,1,1.598,24
66670,5,0,1.769,25
66670,0,0,1.164,25
66670,40,1,1.617,25
66670,10,1,1.473,25
66670,0,0,2.709,25
66670,10,1,1.661,25
66670,40,1,0.943,25
66670,5,1,1.185,25
66670,5,1,1.829,25
66670,5,1,1.65,25
66670,5,1,2.639,25
66670,40,1,0.905,25
66670,5,1,0.895,25
66670,0,1,1.099,25
66670,10,1,1.46,25
66670,40,1,0.754,25
66670,40,1,1.052,25
66670,10,0,0.928,25
66670,40,1,0.746,25
66670,10,1,0.897,25
66670,0,0,1.332,25
66670,10,1,0.676,25
66670,10,1,3.104,25
66670,40,1,0.827,25
66670,0,1,0.968,25
66670,5,1,1.912,25
66670,5,1,2.747,25
66670,5,1,2.828,25
66670,10,0,0.94,25
66670,40,1,1.696,25
66670,40,1,1.116,25
66670,10,1,3.093,26
66670,0,1,2.618,26
66670,5,1,2.176,26
66670,40,1,1.206,26
66670,5,1,0.898,26
66670,0,0,1.142,26
66670,5,0,0.408,26
66670,40,1,0.49,26
66670,40,1,0.686,26
66670,5,1,0.802,26
66670,10,0,0.775,26
66670,0,0,0.882,26
66670,10,1,1.368,26
66670,10,1,0.61,26
66670,5,1,0.84,26
66670,40,1,0.65,26
66670,10,1,1.163,26
66670,0,0,1.885,26
66670,10,0,0.493,26
66670,40,0,0.927,26
66670,0,1,0.565,26
66670,5,0,1.279,26
66670,5,0,0.86,26
66670,0,1,1.74,26
66670,5,1,1.286,26
66670,0,1,1.402,26
66670,40,1,2,26
66670,40,1,1.301,26
66670,0,1,1.457,26
66670,40,1,0.847,26
66670,10,1,1.159,26
66670,0,0,1.42,26
66670,0,0,0.792,26
66670,40,1,0.577,26
66670,0,1,1.958,26
66670,40,1,1.513,27
66670,0,0,1.244,27
66670,5,1,0.947,27
66670,0,0,0.919,27
66670,0,1,0.576,27
66670,5,1,1.356,27
66670,10,1,0.586,27
66670,5,1,0.967,27
66670,0,0,0.948,27
66670,0,1,1.173,27
66670,5,0,2.387,27
66670,5,1,0.915,27
66670,40,1,0.847,27
66670,0,0,2.478,27
66670,0,1,0.725,27
66670,40,1,0.754,27
66670,10,1,0.982,27
66670,0,1,1.303,27
66670,10,1,1.033,27
66670,0,0,1.375,27
66670,0,1,0.649,27
66670,40,1,0.584,27
66670,0,1,1.155,27
66670,0,1,1.136,27
66670,10,1,0.911,27
66670,0,1,0.875,27
66670,0,0,1.48,27
66670,40,1,0.578,27
66670,5,1,0.875,27
66670,10,0,2.544,27
66670,10,1,0.807,27
66670,5,0,1.101,27
66670,0,1,0.581,27
66670,5,1,1.072,27
66670,40,1,1.138,27
66670,10,1,0.822,27
66670,10,1,1.15,27
66670,40,1,1.368,28
66670,5,1,1.236,28
66670,40,1,1.559,28
66670,0,0,3.305,28
66670,10,0,1.336,28
66670,40,1,0.566,28
66670,0,0,1.117,28
66670,10,0,0.651,28
66670,5,0,0.637,28
66670,0,0,0.992,28
66670,5,1,1.128,28
66670,10,0,1.158,28
66670,0,1,1.627,28
66670,0,1,2.348,28
66670,10,1,2.466,28
66670,5,0,1.1,28
66670,0,0,0.687,28
66670,0,1,0.684,28
66670,0,1,1.191,28
66670,0,0,1.593,28
66670,40,1,0.713,28
66670,40,1,0.85,28
66670,10,0,2.093,28
66670,0,0,0.817,28
66670,40,1,0.738,28
66670,0,1,1.01,28
66670,40,1,0.722,28
66670,5,1,0.813,28
66670,5,1,0.878,28
66670,0,0,2.837,28
66670,40,1,0.884,28
66670,5,0,1.111,28
66670,0,1,1.286,29
66670,0,0,0.745,29
66670,10,1,0.743,29
66670,5,1,0.85,29
66670,0,0,1.151,29
66670,0,0,0.518,29
66670,5,1,0.292,29
66670,0,1,0.989,29
66670,10,1,0.874,29
66670,0,1,0.641,29
66670,5,1,0.995,29
66670,40,1,0.576,29
66670,40,1,1.322,29
66670,5,1,0.751,29
66670,40,1,2.622,29
66670,10,0,2.205,29
66670,5,1,1.433,29
66670,5,1,0.9,29
66670,0,0,0.848,29
66670,10,0,0.552,29
66670,10,1,0.504,29
66670,5,0,0.911,29
66670,5,0,0.815,29
66670,0,1,0.894,29
