subject,Coherence (%),Correct (1) / Incorrect (0),RT (s)
65359,5,1,0.771
65359,0,1,1.246
65359,10,1,1.016
65359,0,1,1.168
65359,5,1,1.209
65359,40,1,0.724
65359,10,1,0.947
65359,10,1,1.638
65359,40,1,0.725
65359,10,0,1.625
65359,0,1,1.689
65359,5,1,1.682
65359,0,1,1.286
65359,40,1,1.629
65359,10,1,0.691
65359,0,1,1.188
65359,5,1,0.787
65359,40,1,0.751
65359,5,1,1.239
65359,0,0,1.308
65359,5,1,1.059
65359,5,1,0.955
65359,5,0,2.439
65359,10,1,0.899
65359,5,1,0.646
65359,0,1,1.033
65359,0,0,0.75
65359,0,1,1.981
65359,10,1,0.906
65359,40,1,0.638
65359,5,1,0.627
65359,10,1,1.3
65359,0,0,1.33
65359,0,0,2.049
65359,10,1,1.277
65359,40,1,0.654
65359,5,1,0.726
65359,10,1,0.795
65359,10,0,0.986
65359,10,1,1.08
65359,10,1,0.66
65359,0,1,0.931
65359,0,1,0.648
65359,40,1,0.655
65359,40,1,0.606
65359,40,1,0.665
65359,40,1,0.587
65359,10,1,1.626
65359,5,1,1.098
65359,5,0,0.673
65359,40,1,0.638
65359,10,1,0.663
65359,40,1,0.579
65359,40,1,0.677
65359,5,0,0.937
65359,40,1,0.617
65359,10,1,0.626
65359,10,1,0.939
65359,40,1,0.549
65359,10,1,0.588
65359,5,1,1.316
65359,40,1,0.651
65359,5,1,0.578
65359,40,1,0.636
65359,0,1,1.041
65359,5,1,1.332
65359,40,1,0.632
65359,5,0,1.115
65359,0,1,0.711
65359,0,1,1.096
65359,5,1,0.82
65359,5,1,0.806
65359,10,1,0.846
65359,0,1,1.46
65359,10,0,1.072
65359,10,1,1.394
65359,40,1,0.661
65359,5,1,0.602
65359,5,0,1.437
65359,10,1,1.376
65359,10,1,1.238
65359,5,1,0.921
65359,5,0,1.058
65359,10,1,0.76
65359,0,1,1.168
65359,5,1,0.799
65359,0,1,0.887
65359,0,0,0.899
65359,5,1,2.206
65359,40,1,0.789
65359,40,1,0.555
65359,5,0,1.143
65359,5,1,0.519
65359,10,0,0.87
65359,5,1,0.937
65359,10,1,0.829
65359,40,1,0.648
65359,40,1,0.566
65359,40,1,0.589
65359,0,1,1.238
65359,40,1,0.622
65359,0,0,1.118
65359,40,1,0.624
65359,40,1,0.567
65359,5,1,1.102
65359,40,1,0.666
65359,5,0,0.799
65359,40,1,0.689
65359,0,1,1.009
65359,0,0,1.017
65359,5,0,0.95
65359,0,1,0.96
65359,5,1,1.124
65359,5,1,0.747
65359,40,1,0.554
65359,10,1,1.232
65359,10,1,0.755
65359,10,1,2.229
65359,10,1,0.733
65359,40,1,0.659
65359,40,1,0.637
65359,0,1,1.469
65359,0,1,1.419
65359,0,0,1.774
65359,40,1,0.7
65359,10,1,0.919
65359,5,1,0.591
65359,10,1,0.726
65359,40,1,0.551
65359,5,0,1.968
65359,10,0,2.833
65359,0,0,2.61
65359,0,1,2.226
65359,5,1,0.806
65359,5,1,0.884
65359,5,0,1.163
65359,10,1,0.744
65359,10,0,2.228
65359,40,1,0.608
65359,10,1,1.546
65359,5,1,0.827
65359,0,1,1.916
65359,10,1,1.155
65359,0,1,1.597
65359,10,1,0.787
65359,40,1,0.823
65359,10,1,1.158
65359,0,0,2.06
65359,10,0,2.354
65359,40,1,0.605
65359,10,1,0.778
65359,5,0,1.024
65359,0,0,0.905
65359,10,1,1.089
65359,10,0,0.616
65359,5,0,0.754
65359,40,1,1.452
65359,40,1,2.003
65359,0,0,1.059
65359,10,1,0.608
65359,10,1,0.856
65359,0,1,1.515
65359,10,1,0.806
65359,5,1,1.098
65359,5,0,1.271
65359,40,1,0.662
65359,0,0,1.483
65359,40,1,0.625
65359,0,0,1.027
65359,5,0,0.88
65359,0,1,1.095
65359,40,1,0.84
65359,5,1,0.907
65359,5,1,0.937
65359,5,0,0.664
65359,5,1,0.751
65359,40,1,0.658
65359,0,0,0.928
65359,5,1,1.143
65359,40,1,0.688
65359,5,0,0.658
65359,10,1,1.044
65359,5,1,1.675
65359,10,1,0.804
65359,40,1,0.679
65359,10,1,0.789
65359,5,0,0.846
65359,0,1,1.202
65359,40,1,1.107
65359,10,1,0.999
65359,10,1,0.996
65359,5,1,1.163
65359,0,1,0.882
65359,10,1,1.516
65359,0,0,1.119
65359,40,1,0.518
65359,0,1,0.78
65359,0,1,1.019
65359,40,1,0.635
65359,0,0,1.038
65359,0,0,2.468
65359,40,1,0.576
65359,0,1,1.516
65359,0,1,1.836
65359,0,0,2.145
65359,0,1,0.936
65359,40,1,0.796
65359,10,1,0.897
65359,10,1,1.135
65359,0,0,0.752
65359,5,1,1.671
65359,0,1,0.918
65359,40,1,0.698
65359,5,1,0.814
65359,40,1,0.649
65359,0,1,0.797
65359,10,1,0.648
65359,5,0,0.712
65359,5,0,0.637
65359,5,1,0.778
65359,0,1,0.955
65359,5,1,0.888
65359,0,0,1.323
65359,10,1,1.068
65359,40,1,0.781
65359,40,1,0.558
65359,10,1,0.701
65359,5,1,0.716
65359,0,1,0.718
65359,40,1,0.654
65359,0,1,1.095
65359,10,1,0.959
65359,40,1,0.834
65359,40,1,1.963
65359,40,1,1.388
65359,5,1,2.085
65359,10,1,1.872
65359,10,1,0.686
65359,10,1,1.185
65359,0,0,2.306
65359,5,0,3.806
65359,40,1,0.886
65359,5,1,1.228
65359,40,1,0.695
65359,0,1,0.716
65359,10,1,0.709
65359,40,1,0.619
65359,5,0,2.015
65359,10,1,1.457
65359,0,1,1.227
65359,40,1,0.642
65359,5,1,0.84
65359,10,1,0.739
65359,10,0,0.588
65359,0,0,0.666
65359,5,1,0.807
65359,10,1,0.888
65359,10,1,0.818
65359,40,1,0.533
65359,40,1,0.62
65359,10,1,0.719
65359,0,0,0.957
65359,0,0,1.512
65359,40,1,0.654
65359,40,1,0.865
65359,10,1,2.65
65359,10,1,0.607
65359,5,1,0.935
65359,0,0,1.249
65359,5,0,0.757
65359,0,1,1.712
65359,0,1,2.254
65359,10,1,0.688
65359,40,1,0.639
65359,5,1,0.695
65359,0,1,1.426
65359,10,1,0.825
65359,40,1,0.669
65359,40,1,0.585
65359,40,1,0.582
65359,0,1,0.592
65359,5,1,0.676
65359,0,1,0.73
65359,0,0,1.187
65359,5,1,1.208
65359,40,1,0.622
65359,5,1,0.988
65359,10,1,0.791
65359,10,1,0.994
65359,40,1,0.676
65359,5,1,0.753
65359,10,1,0.61
65359,40,1,0.555
65359,10,1,0.706
65359,0,1,1.607
65359,40,1,0.625
65359,5,1,0.698
65359,5,1,1.368
65359,0,0,1.426
65359,5,1,1.37
65359,10,1,0.808
65359,0,0,0.759
65359,5,1,0.927
65359,5,1,1.612
65359,10,1,1.097
65359,5,1,0.529
65359,5,1,0.936
65359,10,1,0.918
65359,10,1,0.71
65359,10,1,1.571
65359,5,1,2.026
65359,0,0,0.896
65359,10,0,0.769
65359,0,1,0.781
65359,40,1,0.598
65359,10,1,0.641
65359,40,1,0.569
65359,10,1,1.894
65359,40,1,0.631
65359,10,1,0.683
65359,10,1,0.669
65359,0,0,0.745
65359,40,1,0.728
65359,40,1,0.648
65359,10,1,0.882
65359,0,0,1.345
65359,40,1,0.596
65359,10,1,0.71
65359,10,1,0.702
65359,0,1,1.856
65359,5,1,0.754
65359,40,1,0.613
65359,5,1,1.36
65359,5,1,0.739
65359,40,1,0.541
65359,0,0,0.986
65359,5,1,1.326
65359,40,1,0.604
65359,10,1,0.778
65359,0,0,1.151
65359,5,1,0.669
65359,10,1,0.87
65359,10,1,0.946
65359,10,1,0.673
65359,0,1,0.629
65359,0,0,0.578
65359,0,0,1.107
65359,40,1,0.607
65359,10,1,0.664
65359,40,1,0.587
65359,5,1,1.457
65359,40,1,0.597
65359,5,1,1.057
65359,5,1,1.173
65359,5,1,2.068
65359,40,1,0.617
65359,40,1,0.695
65359,40,1,0.695
65359,40,1,0.717
65359,0,1,2.549
65359,40,1,0.574
65359,5,0,1.12
65359,0,1,1.177
65359,5,1,1.802
65359,40,1,0.759
65359,10,1,0.758
65359,40,1,0.487
65359,10,1,0.756
65359,0,1,0.768
65359,10,0,1.231
65359,0,0,2.069
65359,0,0,1.884
65359,0,0,1.024
65359,40,1,0.588
65359,10,1,0.608
65359,5,1,0.706
65359,40,1,0.563
65359,40,1,0.528
65359,10,0,0.984
65359,40,1,0.48
65359,40,1,0.609
65359,0,0,1.145
65359,40,1,0.59
65359,0,0,2.229
65359,5,1,1.604
65359,40,1,0.576
65359,10,1,0.969
65359,40,1,0.705
65359,40,1,0.649
65359,0,1,2.996
65359,40,1,0.668
65359,5,1,0.754
65359,5,1,0.79
65359,10,1,0.685
65359,0,1,2.963
65359,40,1,0.776
65359,10,0,1.193
65359,40,1,0.697
65359,40,1,1.131
65359,0,1,1.03
65359,10,1,1.096
65359,10,1,2.367
65359,5,1,0.74
65359,0,0,0.998
65359,40,1,0.604
65359,40,1,0.651
65359,40,1,0.559
65359,0,0,1.024
65359,10,1,0.644
65359,5,1,0.641
65359,0,1,0.548
65359,5,0,1.079
65359,10,1,0.686
65359,0,0,0.861
65359,0,0,1.498
65359,40,1,0.576
65359,0,1,1.536
65359,40,1,0.612
65359,5,1,1.21
65359,5,0,0.993
65359,0,0,1.096
65359,5,1,1.69
65359,40,1,0.655
65359,5,1,1.447
65359,0,0,0.657
65359,40,1,0.701
65359,10,1,0.799
65359,0,1,1.458
65359,10,1,0.985
65359,0,1,1.289
65359,5,0,0.686
65359,0,1,2.971
65359,0,0,1.786
65359,40,1,0.722
65359,5,0,2.471
65359,0,1,2.061
65359,40,1,0.679
65359,10,1,0.626
65359,40,1,0.568
65359,10,1,0.74
65359,10,1,0.714
65359,10,1,0.88
65359,0,1,1.293
65359,5,0,1.044
65359,0,0,0.897
65359,0,0,0.648
65359,10,1,0.735
65359,5,0,0.629
65359,0,1,1.035
65359,40,1,0.775
65359,0,0,0.758
65359,5,1,1.861
65359,0,1,0.799
65359,10,1,0.69
65359,40,1,0.587
65359,0,1,0.787
65359,40,1,0.689
65359,0,1,1.476
65359,0,1,0.655
65359,5,0,0.856
65359,40,1,0.601
65359,10,1,1.15
65359,10,1,0.66
65359,40,1,0.512
65359,0,1,1.13
65359,10,1,0.69
65359,40,1,0.535
65359,40,1,0.632
65359,10,1,0.971
65359,10,1,0.65
65359,10,1,0.667
65359,5,0,0.558
65359,5,1,0.548
65359,10,1,1.049
65359,0,0,1.469
65359,0,0,1.337
65359,10,1,0.895
65359,5,1,1.53
65359,0,1,1.005
65359,5,1,1.399
65359,5,0,1.293
65359,10,1,0.853
65359,10,1,0.781
65359,40,1,0.626
65359,0,0,2.138
65359,5,0,2.837
65359,5,1,0.697
65359,10,1,0.87
65359,10,1,0.706
65359,10,1,0.721
65359,40,1,0.747
65359,10,1,0.655
65359,40,1,0.638
65359,0,1,1.705
65359,0,0,0.658
65359,10,0,1.379
65359,10,1,0.669
65359,5,1,0.648
65359,5,1,0.805
65359,5,1,2.549
65359,40,1,0.595
65359,0,0,0.946
65359,40,1,0.582
65359,40,1,0.572
65359,0,0,1.198
65359,40,1,0.538
65359,40,1,0.565
65359,5,1,0.53
65359,40,1,0.601
65359,5,1,0.859
65359,5,1,1.452
65359,10,1,0.734
65359,0,0,0.985
65359,10,1,0.667
65359,0,1,0.736
65359,40,1,0.768
65359,5,1,1.449
65359,5,0,1.347
65359,5,1,1.923
65359,0,1,0.729
65359,5,0,1.886
65359,40,1,0.776
65359,0,0,0.927
65359,5,1,0.77
65359,40,1,0.693
65359,5,1,1.522
65359,40,1,0.691
65359,10,1,0.758
65359,40,1,0.627
65359,0,1,0.586
65359,0,1,0.855
65359,5,0,1.123
65359,0,1,1.947
65359,5,1,0.59
65359,0,0,1.669
65359,40,1,0.555
65359,40,1,0.563
65359,0,1,1.04
65359,5,0,0.803
65359,10,1,0.454
65359,0,0,0.728
65359,40,1,0.632
65359,40,1,0.625
65359,0,1,1.096
65359,0,1,0.656
65359,5,1,0.708
65359,40,1,0.643
65359,10,1,0.68
65359,40,1,0.546
65359,5,0,0.788
65359,10,1,0.645
65359,40,1,0.591
65359,10,1,0.645
65359,10,0,0.52
65359,5,1,1.431
65359,0,0,1.356
65359,40,1,0.665
65359,0,0,2.661
65359,40,1,0.523
65359,40,1,0.601
65359,5,1,0.824
65359,10,1,1.17
65359,0,0,0.797
65359,0,0,0.557
65359,0,1,0.46
65359,0,1,0.974
65359,10,1,0.732
65359,40,1,0.566
65359,5,0,0.958
65359,5,1,1.082
65359,10,0,0.61
65359,5,0,0.543
65359,10,1,0.899
65359,40,1,0.666
65359,0,0,0.957
65359,0,1,1.935
65359,0,1,0.766
65359,10,1,0.655
65359,40,1,0.535
65359,40,0,0.471
65359,10,1,2.737
65359,0,0,0.935
65359,0,0,0.926
65359,5,0,1.532
65359,10,1,1.168
65359,40,1,0.697
65359,40,1,0.529
65359,40,1,0.595
65359,5,0,1.189
65359,5,0,1.99
65359,40,1,0.529
65359,40,1,0.615
65359,40,1,0.644
65359,0,0,1.442
65359,5,1,1.084
65359,40,1,0.701
65359,0,0,1.577
65359,0,1,1.588
65359,10,0,0.879
65359,10,1,0.738
65359,10,1,0.928
65359,40,1,0.613
65359,10,1,0.791
65359,40,1,0.649
65359,40,1,0.565
65359,0,0,1.72
65359,10,1,0.795
65359,10,1,0.836
65359,0,1,0.985
65359,10,1,0.65
65359,40,1,0.59
65359,5,1,0.822
65359,0,1,0.799
65359,40,1,1.561
65359,40,1,0.577
65359,0,1,1.047
65359,40,1,0.541
65359,40,1,0.529
65359,40,1,0.515
65359,0,0,1.187
65359,0,1,1.25
65359,5,1,0.807
65359,40,1,0.638
65359,0,0,0.795
65359,10,1,0.585
65359,10,1,0.625
65359,5,0,1.443
65359,10,1,0.574
65359,0,0,0.699
65359,5,1,0.933
65359,10,1,0.9
65359,40,1,0.627
65359,0,1,0.889
65359,10,0,0.936
65359,10,1,0.767
65359,10,1,0.657
65359,40,1,0.578
65359,10,1,1.318
65359,40,1,0.533
65359,10,1,0.689
65359,10,1,0.719
65359,5,1,0.843
65359,0,0,0.578
65359,0,0,0.591
65359,10,1,0.626
65359,5,1,0.699
65359,40,1,0.523
65359,10,1,0.675
65359,10,1,0.561
65359,5,1,0.846
65359,40,1,0.652
65359,0,0,1.079
65359,5,1,0.956
65359,5,1,0.909
65359,0,1,2.236
65359,0,0,2.012
65359,0,0,1.164
65359,5,1,1.065
65359,5,0,1.542
65359,5,1,0.955
65359,40,1,0.608
65359,40,1,0.572
65359,5,1,0.872
65359,5,1,0.684
65359,10,1,0.66
65359,0,1,0.692
65359,5,1,0.795
65359,40,1,0.641
65359,40,1,0.549
65359,10,1,0.977
65359,40,1,0.655
65359,5,0,0.786
65359,0,0,0.771
65359,10,1,1.041
65359,0,0,0.951
65359,0,0,1.054
65359,0,1,0.743
65359,40,1,0.627
65359,10,1,0.839
65359,5,1,0.675
65359,40,1,0.569
65359,40,1,0.536
65359,40,1,0.591
65359,0,1,0.854
65359,10,1,0.557
65359,10,1,0.691
65359,0,0,1.301
65359,10,1,0.902
65359,0,0,0.73
65359,10,1,0.864
65359,0,0,2.348
65359,10,1,0.945
65359,0,0,0.679
65359,0,0,0.738
65359,40,1,0.571
65359,10,1,0.726
65359,0,0,0.996
65359,5,0,0.943
65359,10,1,1.133
65359,5,1,0.857
65359,10,1,0.775
65359,40,1,0.857
65359,5,1,0.605
65359,40,1,0.556
65359,5,1,0.577
65359,5,0,0.9
65359,0,1,0.849
65359,10,1,0.601
65359,10,0,0.606
65359,0,1,1.214
65359,0,1,0.637
65359,10,1,0.785
65359,10,1,1.162
65359,10,1,0.572
65359,40,1,0.528
65359,10,1,0.659
65359,40,1,0.642
65359,5,1,0.689
65359,0,0,1.08
65359,10,1,0.799
65359,10,0,0.789
65359,0,1,1.387
65359,5,0,0.844
65359,5,1,1.038
65359,5,1,1.432
65359,10,1,0.748
65359,40,1,0.556
65359,0,0,1.278
65359,0,0,0.8
65359,40,1,0.62
65359,10,1,0.639
65359,40,1,0.611
65359,10,1,0.649
65359,5,1,0.687
65359,10,1,0.678
65359,0,0,0.591
65359,10,1,0.995
65359,10,1,1.119
65359,40,1,0.648
65359,0,1,0.675
65359,40,1,0.641
65359,40,1,0.528
65359,40,1,0.554
65359,0,1,0.875
65359,10,1,0.751
65359,0,1,0.646
65359,10,1,0.679
65359,40,1,0.534
65359,5,1,0.839
65359,40,1,0.638
65359,40,1,0.454
65359,10,1,0.529
65359,5,1,0.695
65359,0,0,1.155
65359,40,1,0.558
65359,10,1,0.71
65359,0,0,0.596
65359,0,0,0.905
65359,0,0,1.086
65359,0,0,0.926
65359,10,1,1.071
65359,5,0,0.696
65359,10,1,0.494
65359,5,1,0.628
65359,10,1,0.609
65359,0,1,0.55
65359,40,1,0.519
65359,40,1,0.57
65359,5,1,0.766
65359,10,1,0.778
65359,40,1,0.576
65359,0,1,0.705
65359,10,1,0.651
65359,0,0,0.654
65359,40,1,0.569
65359,10,1,0.584
65359,5,1,0.688
65359,5,0,0.739
65359,5,1,0.939
65359,0,0,0.731
65359,5,1,0.623
65359,0,0,0.697
65359,40,1,0.516
65359,0,1,2.049
65359,0,0,1.679
65359,40,1,0.545
65359,0,0,0.836
65359,40,1,0.565
65359,10,0,0.67
65359,5,1,0.855
65359,0,0,1.49
65359,0,0,1.521
65359,0,0,1.228
65359,40,1,0.676
65359,10,1,1.083
65359,10,0,1.08
65359,40,1,0.611
65359,10,1,0.697
65359,0,0,0.738
65359,5,1,1.301
65359,40,1,0.571
65359,40,1,0.546
65359,10,0,0.679
65359,5,1,0.774
65359,5,1,1.245
65359,0,0,1.16
65359,5,0,1.897
65359,40,1,0.593
65359,40,1,0.499
65359,10,1,0.536
65359,10,1,0.867
65359,40,1,0.523
65359,5,1,1.226
65359,0,0,0.674
65359,10,1,0.83
65359,10,1,0.73
65359,40,1,0.509
65359,0,1,0.857
65359,40,1,0.506
65359,40,1,0.549
65359,40,1,0.59
65359,0,0,1.29
65359,10,1,1.197
65359,10,1,0.898
65359,0,0,1.058
65359,0,0,1.34
65359,10,1,0.673
65359,40,1,0.548
65359,40,1,0.499
65359,40,1,0.506
65359,5,1,0.962
65359,0,1,0.596
65359,5,1,1.039
65359,40,1,0.575
65359,40,1,0.565
65359,40,1,0.535
65359,5,1,1.352
65359,10,1,1.034
65359,0,0,1.177
65359,40,1,0.542
65359,40,1,0.54
65359,0,0,0.798
65359,10,1,0.868
65359,0,0,1.371
65359,40,1,0.534
65359,5,0,0.751
65359,10,1,0.729
65359,10,1,0.988
65359,0,0,1.091
65359,10,1,0.8
65359,40,1,0.55
65359,10,1,0.503
65359,0,0,1.239
65359,0,1,0.523
65359,10,1,0.827
65359,40,1,0.587
65359,10,1,0.781
65359,5,0,1.439
65359,5,1,1.246
65359,5,1,1.015
65359,5,0,0.889
65359,0,0,1.195
65359,10,1,0.905
65359,5,1,1.127
65359,5,1,1.1
65359,10,1,0.954
65359,40,1,0.589
65359,5,0,0.906
65359,5,1,0.839
65359,10,1,1.201
65359,5,0,2.432
65359,40,1,0.865
65359,5,0,1.397
65359,10,1,0.741
65359,40,1,0.635
65359,10,1,0.867
65359,40,1,0.667
65359,10,1,1.04
65359,5,1,0.716
65359,40,1,0.729
65359,40,1,0.549
65359,10,1,0.658
65359,10,1,0.58
65359,0,1,1.009
65359,10,1,0.728
65359,10,1,0.968
65359,40,1,0.575
65359,40,0,0.57
65359,10,1,0.675
65359,5,0,1.76
65359,40,1,0.597
65359,5,0,0.903
65359,0,1,1.409
65359,5,1,1.48
65359,40,1,0.599
65359,5,1,0.803
65359,40,1,0.536
65359,40,1,0.541
65359,40,1,0.468
65359,10,1,0.68
65359,40,1,0.642
65359,5,1,0.979
65359,10,1,0.808
65359,40,1,0.579
65359,5,1,0.874
65359,0,0,1.016
65359,10,1,0.578
65359,0,0,1.129
65359,10,1,0.598
65359,10,0,0.852
65359,0,0,0.898
65359,40,1,0.554
65359,10,1,0.685
65359,5,1,0.924
65359,10,1,0.67
65359,0,1,0.846
65359,10,0,0.68
65359,0,1,0.854
65359,10,1,1.038
65359,40,1,0.54
65359,40,1,0.625
65359,10,1,0.867
65359,0,1,1.597
65359,10,1,0.89
65359,5,1,1.028
65359,10,1,1.057
65359,0,0,1.033
65359,10,1,0.703
65359,10,1,0.794
65359,5,1,1.347
65359,10,1,0.928
65359,5,0,0.674
65359,0,1,0.809
65359,0,1,0.832
65359,0,0,0.751
65359,40,1,0.548
65359,0,1,1.029
65359,10,1,1.135
65359,5,1,0.566
65359,40,1,0.631
65359,0,0,1.264
65359,10,1,0.597
65359,10,1,0.911
65359,10,0,0.891
65359,0,1,0.769
65359,40,1,0.671
65359,5,1,0.961
65359,40,1,0.649
65359,10,1,1.053
65359,40,1,0.834
65359,0,1,1.57
65359,40,1,0.721
65359,10,0,0.85
65359,0,0,0.754
65359,0,0,0.902
65359,5,1,0.608
65359,5,1,0.746
65359,40,1,0.627
65359,5,1,0.826
65359,0,0,0.766
65359,5,0,0.349
65359,10,0,1.249
65359,5,0,0.887
65359,10,1,0.77
65359,40,1,0.577
65359,5,1,0.87
65359,40,1,0.638
65359,10,0,2.195
66670,40,1,0.867
66670,5,1,1.465
66670,5,1,1.626
66670,10,1,2.411
66670,0,1,1.224
66670,5,1,0.993
66670,10,1,1.028
66670,10,1,0.808
66670,5,1,0.845
66670,0,0,0.943
66670,40,1,0.628
66670,40,1,1.211
66670,40,1,1.124
66670,10,1,1.126
66670,40,1,1.267
66670,10,1,1.465
66670,10,1,0.929
66670,40,1,0.733
66670,5,1,1.76
66670,40,1,1.688
66670,5,1,1.443
66670,0,1,1.82
66670,40,1,1.053
66670,10,1,1.756
66670,10,1,1.124
66670,0,0,2.541
66670,10,1,0.993
66670,10,1,0.588
66670,5,0,1.437
66670,40,1,0.779
66670,10,1,1.043
66670,5,1,0.595
66670,5,1,1.579
66670,5,0,1.183
66670,10,1,0.65
66670,5,1,1.221
66670,5,1,1.314
66670,10,1,0.659
66670,5,1,0.455
66670,40,1,0.446
66670,10,1,0.461
66670,5,0,0.438
66670,5,1,1.149
66670,10,1,0.646
66670,10,1,0.641
66670,10,1,1.275
66670,5,0,0.824
66670,5,0,0.338
66670,10,1,0.568
66670,10,1,0.606
66670,5,1,0.555
66670,10,0,0.546
66670,10,1,0.949
66670,5,1,0.792
66670,5,1,0.719
66670,40,1,0.885
66670,40,1,0.662
66670,40,1,0.584
66670,0,0,1.579
66670,5,0,0.501
66670,40,0,0.392
66670,5,1,0.444
66670,40,1,0.72
66670,0,1,0.934
66670,0,0,0.995
66670,5,1,0.62
66670,0,1,0.964
66670,10,1,0.724
66670,40,1,0.68
66670,5,0,0.748
66670,40,1,0.346
66670,0,0,0.703
66670,5,1,0.364
66670,5,1,0.862
66670,40,1,0.682
66670,5,1,0.794
66670,40,1,0.629
66670,10,1,1.318
66670,5,1,1.2
66670,10,0,0.659
66670,5,1,0.72
66670,0,1,0.657
66670,5,1,0.673
66670,0,0,0.53
66670,0,1,0.402
66670,10,1,0.687
66670,5,0,0.532
66670,40,0,0.361
66670,40,1,0.566
66670,40,0,0.499
66670,10,1,0.784
66670,40,1,0.588
66670,5,1,0.655
66670,0,1,0.522
66670,0,0,0.57
66670,5,1,0.384
66670,5,1,0.535
66670,40,1,0.458
66670,0,0,1.844
66670,5,0,0.385
66670,5,1,0.706
66670,5,1,0.607
66670,10,1,1.044
66670,0,1,0.666
66670,5,0,0.581
66670,10,1,1.065
66670,40,1,0.679
66670,5,1,1.154
66670,10,1,1.731
66670,40,1,0.554
66670,10,1,0.874
66670,5,1,0.55
66670,0,0,0.509
66670,0,0,0.752
66670,5,0,0.512
66670,10,0,0.479
66670,40,1,0.739
66670,40,1,0.829
66670,0,0,1.352
66670,40,1,0.811
66670,5,1,1.182
66670,10,1,1.725
66670,10,0,0.916
66670,10,1,1.353
66670,10,0,0.565
66670,5,1,0.527
66670,5,1,0.547
66670,5,1,0.539
66670,10,1,0.521
66670,0,1,0.555
66670,0,0,0.548
66670,0,1,1.081
66670,5,1,0.366
66670,0,0,0.473
66670,0,0,0.531
66670,5,0,0.359
66670,10,0,0.505
66670,5,0,0.397
66670,40,1,0.287
66670,0,1,0.858
66670,0,0,0.654
66670,5,1,0.274
66670,10,0,0.586
66670,5,1,0.31
66670,40,1,0.645
66670,10,1,0.505
66670,10,1,0.798
66670,40,1,0.66
66670,10,1,1.165
66670,5,0,1.122
66670,0,0,0.397
66670,10,0,0.647
66670,10,0,0.468
66670,5,1,0.628
66670,0,1,0.623
66670,5,0,0.882
66670,0,0,0.384
66670,40,0,0.599
66670,10,0,0.521
66670,40,1,0.437
66670,40,0,0.571
66670,40,1,0.305
66670,10,1,0.506
66670,0,0,0.298
66670,0,1,0.581
66670,40,1,0.922
66670,0,1,0.965
66670,5,1,2.549
66670,0,1,1.934
66670,10,1,1.223
66670,10,1,0.983
66670,5,0,0.789
66670,5,0,0.826
66670,5,1,0.776
66670,10,0,0.869
66670,10,1,0.651
66670,40,1,0.821
66670,10,0,0.756
66670,10,0,0.521
66670,40,1,0.76
66670,5,1,0.855
66670,5,1,0.751
66670,40,1,0.706
66670,5,0,0.853
66670,40,1,0.723
66670,10,1,0.951
66670,0,0,3.78
66670,40,1,1.808
66670,10,1,1.146
66670,0,0,2.427
66670,40,1,1.643
66670,0,0,2.043
66670,5,1,0.559
66670,40,1,0.806
66670,5,0,0.59
66670,40,1,0.636
66670,10,1,1.041
66670,5,0,1.877
66670,40,1,1.126
66670,40,1,0.938
66670,0,0,2.63
66670,0,1,0.786
66670,10,1,0.712
66670,5,0,1.319
66670,40,1,0.7
66670,40,1,0.804
66670,5,1,1.157
66670,10,1,0.892
66670,5,0,0.76
66670,10,1,0.94
66670,5,1,1.33
66670,5,0,0.925
66670,40,1,0.623
66670,10,0,1.074
66670,0,1,0.563
66670,0,1,1.223
66670,0,1,1.373
66670,0,1,1.606
66670,5,1,1.16
66670,10,1,1.999
66670,10,1,1.878
66670,10,1,0.876
66670,0,0,0.964
66670,10,1,0.991
66670,5,1,2.659
66670,10,1,3.629
66670,10,1,2.256
66670,5,0,2.108
66670,0,1,1.715
66670,0,1,1.126
66670,5,0,1.496
66670,10,1,0.934
66670,40,1,1.146
66670,40,1,0.855
66670,40,1,1.227
66670,5,1,1
66670,40,1,1.165
66670,0,1,1.361
66670,40,1,0.96
66670,10,1,1.055
66670,5,1,0.878
66670,0,0,0.746
66670,40,1,0.422
66670,10,1,0.706
66670,0,1,0.532
66670,5,0,0.525
66670,0,0,0.541
66670,10,1,0.396
66670,10,1,0.507
66670,0,1,0.751
66670,0,0,0.775
66670,0,0,0.485
66670,40,1,0.506
66670,0,1,0.837
66670,0,0,0.544
66670,40,1,0.834
66670,40,1,1.067
66670,0,1,2.285
66670,10,1,0.88
66670,10,1,0.753
66670,0,1,0.716
66670,0,0,0.819
66670,5,0,0.73
66670,5,0,0.392
66670,5,1,1.777
66670,40,1,1.835
66670,0,0,3.875
66670,5,1,1.145
66670,0,0,2.948
66670,5,1,1.995
66670,0,1,2.612
66670,10,0,2.039
66670,40,1,0.706
66670,40,1,0.818
66670,5,1,1.164
66670,0,1,1.517
66670,5,1,0.814
66670,10,1,0.768
66670,10,1,0.594
66670,10,1,0.577
66670,40,1,0.667
66670,40,0,1.15
66670,5,1,2.062
66670,10,0,0.766
66670,10,0,1.482
66670,10,0,1.008
66670,0,1,0.565
66670,5,0,0.896
66670,40,1,1.071
66670,40,1,0.948
66670,5,0,2.591
66670,0,1,0.828
66670,0,0,1.72
66670,10,1,0.371
66670,10,1,0.705
66670,0,0,0.775
66670,0,0,0.395
66670,10,1,0.619
66670,0,1,0.762
66670,10,0,1.043
66670,0,0,0.602
66670,5,1,0.565
