subject,Coherence (%),Correct (1) / Incorrect (0),RT (s)
31727,10,1,3.529
31727,40,0,2.242
31727,5,0,0.979
31727,40,1,4.526
31727,0,1,7.387
31727,0,0,5.082
31727,10,1,3.355
31727,10,1,2.142
31727,40,1,1.135
31727,10,1,1.055
31727,40,1,1.545
31727,0,0,8.766
31727,10,1,6.082
31727,0,0,2.183
31727,40,1,1.79
31727,40,1,2.372
31727,40,1,1.19
31727,40,1,0.97
31727,10,1,1.162
31727,0,0,1.222
31727,40,1,0.928
31727,10,1,2.597
31727,5,0,2.802
31727,0,1,0.851
31727,5,1,1.678
31727,0,1,1.321
31727,0,1,0.976
31727,10,1,1.364
31727,5,1,1.305
31727,10,0,1.259
31727,5,0,1.73
31727,0,1,3.256
31727,5,1,2.303
31727,5,1,5.699
31727,40,1,2.021
31727,5,0,2.736
31727,40,1,0.789
31727,0,1,2.965
31727,0,0,7.979
31727,10,1,3.419
31727,40,1,0.838
31727,40,1,1.015
31727,0,1,5.977
31727,10,1,2.143
31727,0,0,2.839
31727,5,0,2.118
31727,40,1,0.807
31727,0,1,5.053
31727,40,1,1.661
31727,5,1,1.422
31727,10,0,1.095
31727,0,0,1.173
31727,40,1,0.738
31727,40,1,1.13
31727,0,0,1.309
31727,0,1,0.882
31727,5,1,5.497
31727,0,0,2.559
31727,10,0,3.527
31727,40,1,0.954
31727,0,1,5.588
31727,5,1,2.137
31727,40,1,0.725
31727,40,1,0.789
31727,10,0,1.061
31727,0,0,1.315
31727,5,0,1.966
31727,5,1,0.771
31727,5,0,3.214
31727,5,1,1.163
31727,0,0,1.708
31727,40,1,1.011
31727,0,1,3.238
31727,5,1,2.517
31727,40,1,1.087
31727,40,1,0.785
31727,5,1,1.438
31727,5,1,1.417
31727,5,0,3.212
31727,40,1,0.786
31727,0,1,2.714
31727,5,1,2.578
31727,0,0,1.274
31727,10,1,2.171
31727,5,0,2.68
31727,5,0,1.184
31727,10,0,2.392
31727,5,0,3.634
31727,10,1,1.29
31727,40,1,0.764
31727,5,0,0.973
31727,40,1,0.817
31727,10,1,2.386
31727,0,1,2.534
31727,40,1,0.836
31727,40,1,0.848
31727,10,0,3.101
31727,40,1,0.808
31727,0,1,1.226
31727,5,1,4.815
31727,5,0,2.087
31727,40,1,0.611
31727,5,1,1.293
31727,5,0,1.448
31727,10,1,2.087
31727,40,1,0.893
31727,10,1,0.959
31727,0,0,1.5
31727,40,0,1.838
31727,40,1,0.713
31727,0,1,1.752
31727,40,1,0.931
31727,10,1,1.601
31727,5,1,0.886
31727,40,1,0.756
31727,0,1,0.738
31727,0,1,2.277
31727,5,1,1.113
31727,0,0,2.539
31727,10,0,1.18
31727,0,0,1.249
31727,0,0,2.224
31727,40,1,0.949
31727,10,1,0.959
31727,0,0,2.304
31727,40,1,0.898
31727,40,1,0.649
31727,40,1,0.544
31727,0,0,0.541
31727,10,1,0.829
31727,40,1,0.774
31727,5,1,0.948
31727,0,1,1.186
31727,10,0,1.023
31727,10,0,3.273
31727,40,1,0.997
31727,0,0,2.364
31727,10,1,1.61
31727,40,1,0.97
31727,10,1,0.802
31727,10,0,2.349
31727,0,1,2.323
31727,5,1,0.852
31727,5,0,1.015
31727,40,1,0.64
31727,40,1,0.546
31727,40,1,0.746
31727,40,1,0.512
31727,10,1,1.297
31727,40,1,0.841
31727,40,1,0.76
31727,10,1,0.837
31727,10,1,0.995
31727,0,0,0.601
31727,5,1,0.577
31727,40,1,0.722
31727,5,1,0.569
31727,5,1,1.187
31727,10,1,0.798
31727,0,0,0.896
31727,5,1,0.703
31727,5,0,1.6
31727,5,1,2.08
31727,5,1,3.695
31727,40,1,0.823
31727,0,1,2.699
31727,5,0,1.844
31727,5,0,2.336
31727,0,0,1.709
31727,40,1,0.826
31727,5,0,2.434
31727,10,1,1.245
31727,0,0,1.477
31727,5,0,1.152
31727,10,1,4.177
31727,5,0,1.969
31727,0,0,1.271
31727,10,1,0.768
31727,10,0,1.494
31727,0,1,2.242
31727,5,1,1.125
31727,40,1,0.914
31727,5,0,1.131
31727,5,1,1.129
31727,0,1,0.997
31727,0,0,0.833
31727,0,1,2.15
31727,5,1,2.477
31727,0,1,3.169
31727,40,1,0.81
31727,0,0,2.031
31727,0,0,2.754
31727,0,1,1.248
31727,10,0,0.863
31727,40,1,0.787
31727,40,1,0.815
31727,5,1,1.342
31727,0,1,0.986
31727,5,1,1.167
31727,0,1,1.139
31727,0,0,2.45
31727,0,0,1.45
31727,40,1,0.594
31727,10,1,1.238
31727,5,1,1.167
31727,5,1,1.589
31727,0,1,1.772
31727,40,1,0.782
31727,5,1,1.353
31727,5,1,1.279
31727,10,1,0.875
31727,0,0,0.844
31727,5,0,0.585
31727,40,1,0.605
31727,10,1,0.788
31727,40,1,0.664
31727,5,1,1.313
31727,40,1,0.732
31727,10,1,1.159
31727,40,1,0.677
31727,5,1,1.253
31727,10,0,1.251
31727,40,1,0.48
31727,0,1,1.153
31727,5,1,0.871
31727,10,1,0.715
31727,40,0,0.797
31727,10,1,0.547
31727,40,1,0.663
31727,10,0,0.806
31727,10,1,0.939
31727,5,1,0.87
31727,5,0,0.801
31727,5,0,0.944
31727,0,0,1.997
31727,40,1,0.672
31727,40,1,0.94
31727,40,1,0.567
31727,5,0,2.369
31727,0,0,1.184
31727,5,1,2.041
31727,5,0,1.331
31727,0,0,0.64
31727,5,0,0.815
31727,10,0,1.249
31727,10,0,1.42
31727,5,0,1.16
31727,0,1,1.65
31727,40,1,0.91
31727,40,1,0.544
31727,10,1,0.715
31727,0,0,1.003
31727,40,1,0.725
31727,40,1,0.592
31727,5,0,1.083
31727,40,1,0.783
31727,40,1,0.476
31727,40,1,0.479
31727,5,1,0.998
31727,40,1,0.576
31727,5,1,0.792
31727,40,1,0.538
31727,40,1,0.466
31727,0,1,1.126
31727,40,1,0.578
31727,0,0,0.72
31727,0,0,1.028
31727,40,1,0.616
31727,40,1,0.663
31727,40,1,0.468
31727,40,1,0.492
31727,5,0,1.331
31727,10,1,1.355
31727,0,1,1.495
31727,40,1,0.657
31727,0,1,0.552
31727,0,1,0.571
31727,10,1,0.795
31727,0,0,0.759
31727,40,1,0.658
31727,0,1,0.689
31727,0,1,0.831
31727,40,1,0.665
31727,0,1,0.641
31727,40,1,0.652
31727,40,1,0.838
31727,10,1,0.679
31727,0,0,0.687
31727,40,1,0.778
31727,40,1,0.573
31727,40,1,0.649
31727,0,1,1.085
31727,0,0,0.745
31727,0,1,1.172
31727,10,1,0.848
31727,0,1,1.297
31727,5,1,1.479
31727,5,0,0.773
31727,5,1,0.373
31727,5,0,0.639
31727,40,1,0.507
31727,40,1,0.511
31727,0,1,0.655
31727,0,0,0.58
31727,5,0,0.556
31727,0,0,0.475
31727,40,1,0.634
31727,10,1,0.777
31727,0,1,0.567
31727,5,1,0.947
31727,0,1,1.334
31727,40,0,0.779
31727,5,1,1.589
31727,0,0,1.479
31727,5,0,1.192
31727,0,1,0.801
31727,10,0,1.694
31727,0,0,0.969
31727,40,1,0.841
31727,5,1,1.105
31727,0,0,0.753
31727,40,0,0.385
31727,0,1,0.699
31727,10,1,0.384
31727,5,1,0.53
31727,40,1,0.387
31727,10,0,0.405
31727,10,0,0.441
31727,5,0,0.638
31727,5,1,0.689
31727,5,1,0.569
31727,5,0,0.827
31727,0,0,0.703
31727,0,1,0.579
31727,40,1,0.678
31727,40,1,0.505
31727,10,1,0.866
31727,5,1,1.08
31727,40,1,0.722
31727,0,1,0.614
31727,10,1,9.63
31727,5,0,1.267
31727,40,1,0.557
31727,10,1,0.735
31727,10,0,0.86
31727,40,1,0.672
31727,0,1,0.785
31727,5,0,0.588
31727,10,1,1.326
31727,0,1,1.554
31727,40,1,0.818
31727,10,1,0.739
31727,10,0,1.174
31727,0,0,0.663
31727,40,1,0.576
31727,10,0,1.167
31727,10,1,1.193
31727,0,0,1.737
31727,0,1,1.611
31727,0,1,1.344
31727,0,0,0.708
31727,10,1,1.619
31727,5,1,1.202
31727,0,0,1.223
31727,0,1,0.882
31727,40,1,0.629
31727,0,1,0.678
31727,10,1,0.707
31727,40,1,0.616
31727,10,0,0.856
31727,5,0,1.014
31727,5,1,1.573
31727,40,1,0.549
31727,0,0,0.578
31727,5,1,0.452
31727,5,1,1.022
31727,10,0,0.847
31727,40,1,0.774
31727,10,1,0.678
31727,10,1,0.725
31727,10,1,0.692
31727,5,1,0.869
31727,5,0,0.699
31727,40,1,0.755
31727,5,1,0.662
31727,40,1,0.532
31727,40,1,0.841
31727,5,1,1.015
31727,0,0,0.565
31727,0,0,0.673
31727,40,1,0.507
31727,40,1,0.646
31727,40,1,0.504
31727,5,1,0.493
31727,5,1,1.69
31727,0,1,0.847
31727,10,1,0.841
31727,10,0,1.005
31727,40,1,0.578
31727,40,1,0.657
31727,10,0,1.089
31727,0,0,0.643
31727,10,0,0.706
31727,40,1,1.064
31727,5,0,1.107
31727,40,0,1.645
31727,10,1,0.748
31727,40,1,0.421
31727,0,1,0.553
31727,40,1,0.769
31727,40,1,0.431
31727,10,1,0.64
31727,0,0,0.677
31727,0,1,0.364
31727,10,1,0.418
31727,40,0,0.703
31727,40,1,0.728
31727,0,1,0.779
31727,40,1,0.503
31727,5,0,0.419
31727,10,0,0.377
31727,0,0,0.288
31727,5,0,0.485
31727,0,0,0.987
31727,40,0,0.296
31727,0,1,0.842
31727,40,1,0.573
31727,10,1,0.419
31727,40,1,0.453
31727,40,1,0.455
31727,40,1,0.557
31727,5,1,0.465
31727,0,0,0.492
31727,5,0,0.435
31727,0,0,0.614
31727,10,1,0.282
31727,0,1,0.878
31727,0,0,0.54
31727,40,1,0.592
31727,40,1,0.594
31727,10,1,0.601
31727,40,1,0.639
31727,10,1,0.524
31727,10,0,0.48
31727,40,0,0.349
31727,40,1,0.531
31727,0,0,1.073
31727,0,1,0.719
31727,5,1,1.802
31727,40,1,0.804
31727,40,1,0.736
31727,0,1,0.829
31727,5,0,0.866
31727,0,1,2.937
31727,40,0,2.723
31727,0,1,0.416
31727,0,0,1.354
31727,10,0,2.046
31727,0,0,0.681
31727,0,0,0.946
31727,0,0,3.435
31727,10,1,0.504
31727,40,0,0.432
31727,40,1,0.766
31727,40,1,0.504
31727,40,1,0.481
31727,0,0,0.808
31727,0,0,0.928
31727,10,0,0.559
31727,10,1,0.538
31727,0,1,0.677
31727,10,0,0.523
31727,0,1,0.703
31727,40,1,0.452
31727,10,1,0.793
31727,10,1,0.749
31727,40,1,0.713
31727,10,1,0.718
31727,10,1,0.856
31727,10,1,1.248
31727,0,1,1.163
31727,10,0,1.126
31727,0,0,1.129
31727,5,1,0.662
31727,40,1,0.631
31727,5,0,1.008
31727,40,1,0.487
31727,0,1,0.637
31727,10,1,0.646
31727,5,0,0.607
31727,10,1,0.731
31727,0,1,0.684
31727,0,0,0.531
31727,0,1,1.137
31727,10,0,0.68
31727,5,0,1.391
31727,0,1,0.579
31727,40,1,0.765
31727,10,0,0.95
31727,0,1,0.822
31727,40,1,0.681
31727,5,0,0.498
31727,10,0,0.426
31727,5,0,0.513
31727,40,0,2.469
31727,40,1,0.549
31727,0,1,0.742
31727,40,1,0.454
31727,10,1,0.605
31727,40,1,0.56
31727,40,1,0.486
31727,10,1,0.787
31727,10,0,0.943
31727,10,1,0.691
31727,5,0,0.74
31727,40,1,0.553
31727,5,1,1.049
31727,0,0,0.758
31727,0,1,0.397
31727,10,0,0.734
31727,40,1,0.743
31727,5,1,0.697
31727,10,1,1.001
31727,40,1,0.765
31727,0,1,0.86
31727,40,1,0.723
31727,10,1,0.926
31727,10,1,0.692
31727,0,0,0.722
31727,10,1,0.691
31727,5,0,0.838
31727,0,0,1.103
31727,0,0,2.899
31727,10,1,0.644
31727,5,1,0.728
31727,10,0,0.617
31727,10,1,0.392
31727,40,1,0.588
31727,0,1,0.832
31727,0,0,0.704
31727,10,0,0.614
31727,40,1,0.459
31727,10,1,1.061
31727,0,0,0.843
31727,0,0,0.438
31727,10,0,0.762
31727,0,1,0.919
31727,5,0,2.086
31727,10,0,1.337
31727,40,1,0.631
31727,0,1,0.937
31727,0,1,0.578
31727,5,1,0.795
31727,40,1,0.53
31727,5,1,0.563
31727,40,1,0.578
31727,0,1,1.034
31727,5,1,0.648
31727,0,1,0.74
31727,10,0,0.882
31727,10,1,0.72
31727,0,0,0.619
31727,5,0,0.551
31727,5,1,0.753
31727,10,0,0.711
31727,10,1,0.81
31727,0,0,1.064
31727,5,1,1.022
31727,10,1,1.269
31727,5,1,1.508
31727,40,1,0.963
31727,0,1,0.696
31727,10,0,1.009
31727,40,0,0.957
31727,0,0,0.398
31727,5,0,1.79
31727,0,1,2.303
31727,0,1,0.888
31727,0,1,0.805
31727,0,0,0.862
31727,5,1,0.661
31727,40,1,0.74
31727,40,1,0.514
31727,40,1,0.472
31727,10,0,0.434
31727,40,0,0.358
31727,0,0,0.843
31727,0,1,0.803
31727,0,1,0.728
31727,5,0,1.017
31727,10,1,0.7
31727,10,1,0.883
31727,0,0,0.942
31727,10,1,0.568
31727,40,1,0.495
31727,10,1,0.522
31727,10,0,0.609
31727,40,1,0.578
31727,10,1,0.607
31727,5,0,0.815
31727,10,0,0.703
31727,40,1,0.617
31727,40,1,0.586
31727,10,0,0.953
31727,5,1,0.626
31727,5,0,0.619
31727,10,1,0.479
31727,5,0,2.179
31727,0,0,1.157
31727,40,1,0.759
31727,40,1,0.624
31727,5,1,1.132
31727,5,0,1.491
31727,0,0,0.593
31727,0,1,1.153
31727,10,0,1.466
31727,40,1,0.69
31727,0,0,1.254
31727,0,0,0.876
31727,10,1,0.658
31727,5,1,1.718
31727,40,1,0.688
31727,0,0,1.117
31727,5,0,0.808
31727,5,1,0.656
31727,5,0,1.606
31727,5,0,1.02
31727,10,1,0.786
31727,10,1,0.835
31727,10,1,1.534
31727,0,1,1.006
31727,0,0,1.94
31727,0,0,0.933
31727,5,0,0.336
31727,5,0,2.093
31727,10,1,0.715
31727,0,1,0.726
31727,5,1,0.917
31727,10,0,0.734
31727,0,0,0.69
31727,5,0,0.667
31727,10,1,0.684
31727,5,1,0.948
31727,10,1,1.125
31727,0,0,1.336
31727,5,1,1.397
31727,5,0,1.159
31727,0,1,0.817
31727,10,1,1.795
31727,0,1,1.686
31727,10,0,1.832
31727,0,0,1.745
31727,40,1,0.641
31727,0,1,2.058
31727,0,0,0.93
31727,40,1,0.741
31727,0,0,1.481
31727,40,1,0.753
31727,5,1,1.647
31727,0,1,1.49
31727,5,1,1.204
31727,5,1,1.753
31727,5,0,1.254
31727,0,0,0.724
31727,0,1,1.739
31727,10,1,1.364
31727,0,0,1.154
31727,10,1,0.672
31727,10,1,1.502
31727,0,0,0.958
31727,40,1,0.603
31727,40,1,0.675
31727,5,1,0.858
31727,10,1,1.036
31727,40,1,0.642
31727,5,1,1.14
31727,5,0,1.417
31727,5,1,1.029
31727,40,1,0.814
31727,40,1,0.686
31727,5,1,2.258
31727,40,1,0.793
31727,0,1,2.875
31727,10,0,1.329
31727,40,1,0.58
31727,0,1,1.079
31727,10,1,0.866
31727,5,0,0.917
31727,5,1,0.617
31727,5,0,1.02
31727,5,1,1.518
31727,5,1,1.132
31727,10,1,0.996
31727,10,1,0.934
31727,5,0,1.393
31727,40,1,0.652
31727,10,1,0.801
31727,0,0,0.833
31727,40,1,0.586
31727,0,0,0.886
31727,10,0,1.256
31727,5,1,1.041
31727,10,0,0.827
31727,5,1,0.94
31727,5,1,0.947
31727,5,1,0.948
31727,40,1,0.654
31727,10,0,0.824
31727,5,0,1.208
31727,10,0,0.927
31727,0,0,0.727
31727,10,1,1.264
31727,5,0,1.281
31727,5,0,1.315
31727,0,0,1.099
31727,5,1,1.519
31727,5,0,1.246
31727,10,1,0.777
31727,0,0,1.537
31727,10,1,1.56
31727,0,0,1.311
31727,0,1,1.681
31727,0,1,1.677
31727,0,0,3.498
31727,40,1,0.822
31727,10,1,1.094
31727,40,1,1.095
31727,5,0,1.21
31727,0,1,0.784
31727,0,0,0.687
31727,40,1,0.59
31727,0,0,0.868
31727,10,1,0.608
31727,10,0,0.989
31727,40,1,0.509
31727,0,0,0.796
31727,40,1,1.28
31727,40,1,0.941
31727,40,1,0.536
31727,40,1,0.514
31727,0,0,0.802
31727,5,0,0.537
31727,40,1,0.513
31727,5,0,0.842
31727,40,1,0.594
31727,10,0,0.701
31727,10,1,0.637
31727,10,1,0.724
31727,40,1,0.568
31727,40,1,0.556
31727,10,1,0.55
31727,0,0,0.809
31727,10,1,0.581
31727,40,1,0.628
31727,0,0,0.955
31727,5,1,0.911
31727,5,1,0.959
31727,40,1,0.593
31727,40,1,0.569
31727,5,1,1.32
31727,0,0,1.854
31727,0,0,0.741
31727,10,1,1.176
31727,0,1,1.251
31727,40,1,0.67
31727,40,1,0.645
31727,10,0,1.044
31727,10,1,0.553
31727,5,0,1.072
31727,10,1,1.376
31727,5,0,1.14
31727,10,1,0.938
31727,5,1,1.265
31727,10,1,1.057
31727,40,0,0.718
31727,40,0,0.598
31727,0,1,0.714
31727,0,0,1.13
31727,0,1,1.131
31727,0,1,0.661
31727,5,1,0.741
31727,10,1,0.66
31727,40,1,0.701
31727,40,1,0.703
31727,5,0,1.03
31727,5,0,0.6
31727,10,1,1.073
31727,40,1,0.666
31727,10,0,0.537
31727,10,0,0.648
31727,40,1,0.554
31727,0,1,0.964
31727,5,0,0.762
31727,0,0,0.708
31727,40,1,0.585
31727,0,1,1.393
31727,0,0,1.037
31727,5,0,1.022
31727,5,0,0.387
31727,40,1,0.449
31727,5,0,0.634
31727,40,1,0.477
31727,10,0,0.823
31727,0,0,0.675
31727,0,0,0.839
31727,5,1,0.571
31727,40,1,0.663
31727,5,0,0.78
31727,40,1,0.504
31727,5,0,0.713
31727,40,1,0.739
31727,40,1,0.572
31727,0,1,0.897
31727,40,1,0.745
31727,40,1,0.549
31727,40,1,0.524
31727,5,0,1.113
31727,5,1,0.78
31727,40,1,0.585
31727,10,1,1.101
31727,10,1,0.824
31727,10,1,0.76
31727,10,1,1.012
31727,5,1,0.878
31727,0,0,0.667
31727,10,0,0.443
31727,0,0,0.737
31727,5,0,0.795
31727,5,0,0.541
31727,0,0,0.579
31727,40,1,0.507
31727,40,1,0.521
31727,0,1,0.987
31727,0,0,0.836
31727,0,1,0.524
31727,40,1,0.64
31727,40,1,0.513
31727,0,1,0.628
31727,10,1,0.572
31727,5,0,0.816
31727,40,1,0.494
31727,0,0,0.747
31727,0,0,1.403
31727,0,1,1.315
31727,5,0,0.758
31727,40,1,0.487
31727,40,1,0.533
31727,0,1,1.205
31727,5,0,0.915
31727,40,1,0.358
31727,10,0,1.038
31727,10,1,0.712
31727,10,1,1.061
31727,10,1,0.805
31727,0,0,1.857
31727,5,0,1.042
31727,5,1,0.484
31727,0,1,1.76
31727,10,1,1.521
31727,10,1,0.864
31727,5,1,1.092
31727,40,1,0.739
31727,10,1,0.649
31727,10,0,0.703
31727,0,1,0.823
31727,40,1,0.779
31727,10,1,0.719
31727,0,1,0.731
31727,0,1,0.859
31727,10,1,0.679
31727,0,1,0.696
31727,0,1,0.852
31727,40,1,0.563
31727,5,0,0.788
31727,5,0,0.981
31727,5,0,0.832
31727,5,0,0.567
31727,0,1,0.663
31727,5,1,0.865
31727,10,1,0.696
31727,10,1,0.638
31727,0,1,0.539
31727,40,1,0.524
31727,10,1,0.719
31727,5,1,0.603
31727,10,1,0.68
31727,5,1,0.607
31727,5,1,0.818
31727,5,1,0.668
31727,5,1,0.726
31727,40,1,0.727
31727,5,0,0.887
31727,40,1,0.538
31727,10,1,0.895
31727,10,1,0.972
31727,40,1,0.654
31727,0,0,1.008
31727,5,1,0.682
31727,40,0,0.593
31727,0,0,0.758
31727,5,0,1.338
31727,10,1,0.758
31727,5,1,0.705
31727,40,1,0.619
31727,10,0,0.577
31727,5,1,0.481
31727,40,1,0.635
31727,5,0,0.659
31727,0,1,0.696
31727,5,1,1.099
31727,10,1,0.503
31727,40,1,0.292
31727,40,1,0.53
31727,10,0,0.681
31727,10,1,0.355
31727,40,1,0.558
31727,40,1,0.959
31727,5,1,0.615
31727,5,0,0.379
31727,0,1,0.56
31727,40,1,0.558
31727,5,0,0.593
31727,5,1,0.546
31727,0,1,0.761
31727,5,0,0.595
31727,0,0,0.666
31727,10,1,0.617
31727,10,0,0.943
31727,40,0,0.627
31727,40,1,0.347
31727,10,1,0.709
31727,0,0,0.665
31727,0,1,0.519
31727,40,1,0.514
31727,5,1,0.513
31727,5,0,0.607
31727,40,1,0.464
31727,40,1,0.435
31727,5,1,0.697
31727,5,1,0.592
31727,40,1,0.524
31727,5,0,0.605
31727,40,1,0.424
31727,0,1,0.488
31727,0,0,0.775
31727,0,0,0.372
31727,40,1,0.531
31727,40,1,0.618
31727,5,0,0.489
31727,0,0,0.587
31727,0,0,0.609
31727,5,0,0.744
31727,40,1,0.52
31727,10,1,0.7
31727,10,1,0.619
31727,5,1,0.752
31727,5,1,0.704
31727,5,0,0.613
31727,0,1,0.453
31727,0,0,0.573
31727,5,0,0.578
31727,5,0,0.598
31727,40,1,0.687
31727,5,0,0.541
31727,5,1,0.528
31727,10,1,0.688
31727,10,0,0.864
31727,10,1,0.67
31727,10,1,0.61
31727,0,1,0.732
31727,5,1,0.598
31727,10,1,0.687
31727,0,0,0.681
31727,0,1,0.288
31727,10,1,0.852
31727,40,1,0.595
31727,10,1,0.806
31727,40,1,0.494
31727,5,1,0.501
31727,40,1,0.564
31727,40,1,0.476
31727,5,0,0.523
31727,40,1,0.542
31727,10,0,0.777
31727,40,1,0.646
31727,40,1,0.587
31727,0,1,1.219
31727,10,0,1.018
31727,10,0,0.647
31727,5,1,1.004
31727,40,1,0.57
31727,10,1,0.558
31727,10,1,0.398
31727,0,1,0.48
31727,10,1,1.293
31727,0,1,1.36
31727,10,0,1
31727,40,0,0.617
31727,10,1,0.274
31727,10,0,0.451
31727,40,1,0.519
31727,40,1,0.707
31727,10,1,0.703
31727,10,1,0.672
31727,10,1,0.632
31727,5,1,0.809
31727,10,1,0.44
31727,10,1,0.428
31727,0,0,0.439
31727,5,0,0.658
31727,5,1,0.421
31727,5,0,1.04
31727,5,0,0.601
31727,5,0,0.523
31727,40,0,0.418
31727,5,0,0.701
31727,5,0,1.201
31727,5,0,0.477
31727,0,1,0.647
31727,10,1,0.813
31727,5,0,0.506
31727,10,1,0.401
31727,40,1,0.514
31727,5,0,0.951
31727,5,1,0.556
31727,0,1,0.933
31727,0,1,0.75
31727,10,0,0.779
31727,10,0,0.734
31727,10,1,0.629
31727,0,0,0.53
31727,10,1,0.585
31727,0,0,1.595
31727,5,0,1.029
31727,5,1,0.582
31727,5,0,0.679
31727,5,0,0.441
31727,0,0,0.302
31727,40,1,0.948
31727,40,1,0.839
31727,10,1,0.959
31727,5,1,0.994
31727,5,0,1.122
31727,0,0,0.467
31727,5,0,0.29
31727,0,0,0.417
31727,0,1,0.634
31727,5,1,0.579
31727,40,0,0.542
31727,40,1,0.304
31727,10,1,0.591
31727,5,1,0.584
31727,5,1,0.676
31727,0,1,0.98
31727,5,1,0.654
31727,0,0,0.799
31727,0,0,0.461
31727,5,1,0.732
31727,10,1,0.88
31727,40,1,0.598
31727,5,1,0.687
31727,10,0,1.007
31727,40,1,0.533
31727,40,1,0.503
31727,40,1,0.47
31727,10,1,0.516
31727,40,1,0.514
31727,5,0,0.768
31727,5,0,0.664
31727,0,0,0.569
31727,0,1,0.646
31727,40,1,0.586
31727,10,1,0.745
31727,40,1,0.599
31727,5,0,0.825
31727,40,1,0.466
31727,10,1,0.843
31727,5,0,0.674
31727,0,0,0.771
31727,5,0,0.643
31727,0,0,1.118
31727,10,0,0.645
31727,0,0,0.609
31727,0,1,0.619
31727,5,0,0.561
31727,0,0,0.483
31727,40,1,0.602
31727,5,1,0.694
31727,10,1,0.718
31727,40,1,0.569
31727,10,1,1.002
31727,5,1,0.953
31727,10,0,0.565
31727,10,1,0.487
31727,40,1,0.531
31727,10,1,0.778
31727,5,1,0.905
31727,10,1,0.528
31727,10,1,0.684
31727,40,1,0.638
31727,0,1,1.234
31727,0,1,1.909
31727,5,0,1.078
31727,0,1,0.905
31727,5,1,1.011
31727,10,0,0.899
31727,0,0,0.96
65359,0,0,3.108
65359,10,1,2.112
65359,5,1,3.38
65359,10,1,3.425
65359,10,1,2.002
65359,10,0,2.4
65359,0,1,1.714
65359,5,0,1.555
65359,5,1,4.758
65359,0,0,1.52
65359,10,1,2.131
65359,40,1,2.249
65359,10,1,1.992
65359,0,0,1.555
65359,10,0,1.7
65359,5,1,1.789
65359,40,1,2.215
65359,5,0,2.378
65359,5,0,2.027
65359,10,0,1.917
65359,10,1,2.569
65359,10,1,2.047
65359,5,0,2.035
65359,0,1,1.74
65359,0,1,1.375
65359,10,1,2.463
65359,10,1,2.377
65359,40,1,1.512
65359,0,1,1.668
65359,5,0,3.539
65359,40,1,1.041
65359,0,0,3.286
65359,0,0,1.672
65359,5,1,3.598
65359,0,1,2.14
65359,5,1,2.467
65359,5,0,3.775
65359,0,1,2.361
65359,0,0,1.255
65359,10,1,1.209
65359,0,0,2.474
65359,10,0,1.215
65359,0,0,1.837
65359,0,0,1.94
65359,5,0,2.47
65359,10,1,1.043
65359,5,1,3.627
65359,0,0,2.578
65359,0,0,1.387
65359,0,1,1.544
65359,0,0,4.078
65359,5,1,1.708
65359,0,1,1.108
65359,10,1,1.586
65359,5,1,2.572
65359,10,1,1.347
65359,5,1,1.041
65359,5,1,1.506
65359,5,1,1.063
65359,0,0,0.929
65359,5,1,1.355
65359,40,1,1.109
65359,5,1,1.066
65359,40,0,2.163
65359,5,0,1.495
65359,0,1,2.566
65359,40,1,0.903
65359,10,1,1.596
65359,5,0,1.409
65359,0,1,2.334
65359,0,0,1.954
65359,5,1,1.206
65359,10,1,0.891
65359,10,0,0.718
65359,0,1,2.167
65359,5,1,1.374
65359,5,1,0.78
65359,10,1,0.689
65359,40,1,0.61
65359,10,1,0.756
65359,40,1,0.816
65359,40,1,0.741
65359,0,1,1.337
65359,40,1,0.64
65359,0,0,1.228
65359,10,0,0.794
65359,10,1,1.159
65359,0,1,0.844
65359,40,1,0.697
65359,10,0,1.137
65359,40,1,0.669
65359,5,0,1.226
65359,0,0,1.122
65359,40,1,0.675
65359,5,1,0.818
65359,10,1,1.503
65359,5,0,1.065
65359,40,1,0.793
65359,10,0,1.176
65359,5,1,0.832
65359,10,1,1.302
65359,0,0,1.292
65359,40,1,0.838
65359,10,1,1.408
65359,40,1,0.725
65359,0,0,0.774
65359,10,1,1.147
65359,40,1,0.632
65359,5,1,0.627
65359,40,1,0.585
65359,5,0,0.865
65359,0,1,0.982
65359,5,0,1.166
65359,40,1,0.581
65359,10,0,0.83
65359,40,1,0.576
65359,10,1,1.656
65359,40,1,0.684
65359,5,1,2.214
65359,40,1,0.67
65359,10,1,0.54
65359,0,0,0.656
65359,40,1,0.602
65359,0,0,1.019
65359,40,1,0.721
65359,40,1,0.76
65359,10,1,1.687
65359,40,1,0.777
65359,0,0,1.874
65359,5,1,0.745
65359,0,1,1.106
65359,0,1,0.835
65359,10,0,1.065
65359,5,0,1.08
65359,0,0,1.2
65359,5,1,1.317
65359,5,1,1.209
65359,0,0,1.317
65359,0,0,0.912
65359,0,0,2.042
65359,0,0,1.047
65359,10,1,0.905
65359,0,0,1.846
65359,5,1,1.953
65359,0,0,0.874
65359,0,0,0.776
65359,0,0,0.845
65359,40,1,0.569
65359,40,1,0.625
65359,10,1,1.078
65359,5,0,1.527
65359,0,1,1.07
65359,10,1,0.744
65359,5,1,1.372
65359,5,1,1.934
65359,40,1,0.905
65359,10,1,2.545
65359,40,1,1.998
65359,5,1,1.556
65359,0,0,3.247
65359,10,1,0.797
65359,5,0,2.306
65359,10,1,1.299
